district,school_name,min_score
青浦区,上海师范大学附属中学嘉定新城分校,716.50
青浦区,华东师范大学第三附属中学,692.50
青浦区,上海外国语大学附属外国语学校松江云间中学,734.00
奉贤区,华东师范大学第一附属中学,729.00
奉贤区,上海师范大学附属中学闵行分校,724.50
奉贤区,上海交通大学附属中学闵行分校,741.50
奉贤区,上海大学附属中学,706.50
奉贤区,华东师范大学第二附属中学（宝山校区）,742.00
奉贤区,上海师范大学附属中学嘉定新城分校,708.00
奉贤区,华东师范大学第三附属中学,701.00
奉贤区,华东师范大学第二附属中学松江分校,732.00
奉贤区,上海外国语大学附属外国语学校松江云间中学,721.50
崇明区,华东师范大学第三附属中学,665.50
崇明区,上海外国语大学附属外国语学校松江云间中学,719.00
崇明区,上海市朱家角中学,665.50
黄浦区,上海市市北中学,719.50
黄浦区,上海市回民中学,691.50
黄浦区,上海市第六十中学,680.50
黄浦区,上海市华东模范中学,678.00
黄浦区,上海市曹杨第二中学,758.00
黄浦区,上海市宜川中学,694.50
黄浦区,上海市杨浦高级中学,722.50
黄浦区,上海市控江中学,732.50
黄浦区,上海市七宝中学,748.50
黄浦区,上海市闵行中学,705.50
黄浦区,上海市行知中学,717.00
黄浦区,上海市吴淞中学,695.00
黄浦区,上海市嘉定区第一中学,725.50
黄浦区,上海市建平中学,750.50
黄浦区,上海市洋泾中学,718.50
黄浦区,上海市高桥中学,702.50
黄浦区,上海市川沙中学,712.50
黄浦区,上海市金山中学,703.50
徐汇区,上海市市北中学,710.00
徐汇区,上海市回民中学,680.00
徐汇区,上海市第六十中学,685.00
徐汇区,上海市华东模范中学,680.00
徐汇区,上海市曹杨第二中学,734.50
徐汇区,上海市宜川中学,708.50
徐汇区,上海市杨浦高级中学,708.00
徐汇区,上海市控江中学,734.50
徐汇区,上海市七宝中学,749.50
徐汇区,上海市闵行中学,703.00
徐汇区,上海市吴淞中学,713.00
徐汇区,上海市嘉定区第一中学,729.00
徐汇区,上海市建平中学,737.50
徐汇区,上海市洋泾中学,718.50
徐汇区,上海市高桥中学,714.00
徐汇区,上海市川沙中学,712.00
徐汇区,上海市金山中学,705.50
长宁区,上海市杨浦高级中学,719.00
长宁区,上海市七宝中学,754.00
长宁区,上海市闵行中学,696.50
长宁区,上海市行知中学,717.00
长宁区,上海市吴淞中学,698.50
长宁区,上海市嘉定区第一中学,713.00
长宁区,上海市建平中学,743.50
长宁区,上海市洋泾中学,661.50
长宁区,上海市高桥中学,681.00
长宁区,上海市川沙中学,704.00
长宁区,上海市金山中学,694.00
长宁区,上海市松江二中,734.00
长宁区,上海市松江一中,691.00
静安区,上海市七宝中学,750.50
静安区,上海市闵行中学,662.00
静安区,上海市行知中学,720.00
静安区,上海市吴淞中学,713.50
静安区,上海市嘉定区第一中学,730.50
静安区,上海市建平中学,692.00
静安区,上海市洋泾中学,715.50
静安区,上海市高桥中学,701.50
静安区,上海市川沙中学,717.50
静安区,上海市金山中学,717.50
静安区,上海市松江二中,736.00
普陀区,上海市华东模范中学,690.00
普陀区,上海市晋元高级中学,735.50
普陀区,上海市曹杨第二中学,752.00
普陀区,上海市杨浦高级中学,726.00
普陀区,上海市控江中学,740.50
普陀区,上海市七宝中学,748.00
普陀区,上海市闵行中学,716.00
普陀区,上海市行知中学,721.00
普陀区,上海市吴淞中学,718.00
普陀区,上海市嘉定区第一中学,728.50
普陀区,上海市建平中学,748.00
普陀区,上海市洋泾中学,706.00
普陀区,上海市高桥中学,697.00
普陀区,上海市川沙中学,718.50
普陀区,上海市金山中学,722.00
虹口区,上海市晋元高级中学,715.50
虹口区,上海市曹杨第二中学,742.00
虹口区,上海市宜川中学,685.50
虹口区,上海市杨浦高级中学,727.00
虹口区,上海市控江中学,741.50
虹口区,上海市七宝中学,746.50
虹口区,上海市闵行中学,696.50
虹口区,上海市行知中学,716.50
虹口区,上海市吴淞中学,720.00
虹口区,上海市嘉定区第一中学,735.50
虹口区,上海市建平中学,742.50
虹口区,上海市洋泾中学,711.00
虹口区,上海市高桥中学,678.50
虹口区,上海市川沙中学,710.50
虹口区,上海市金山中学,704.50
虹口区,上海市松江二中,735.50
虹口区,上海市松江一中,689.50
虹口区,上海市青浦高级中学,697.50
杨浦区,上海市闵行中学,710.50
杨浦区,上海市行知中学,728.00
杨浦区,上海市吴淞中学,705.00
杨浦区,上海市嘉定区第一中学,721.00
杨浦区,上海市建平中学,746.00
杨浦区,上海市洋泾中学,719.50
杨浦区,上海市高桥中学,711.50
杨浦区,上海市川沙中学,721.00
杨浦区,上海市金山中学,730.50
杨浦区,上海市松江二中,740.50
杨浦区,上海市松江一中,720.00
杨浦区,上海市青浦高级中学,725.00
闵行区,上海市回民中学,689.00
闵行区,上海市第六十中学,681.00
闵行区,上海市华东模范中学,693.00
闵行区,上海市曹杨第二中学,742.50
闵行区,上海市宜川中学,709.00
闵行区,上海市杨浦高级中学,729.00
闵行区,上海市控江中学,740.00
闵行区,上海市行知中学,732.00
闵行区,上海市吴淞中学,704.00
闵行区,上海市嘉定区第一中学,732.00
闵行区,上海市建平中学,743.00
闵行区,上海市洋泾中学,728.00
闵行区,上海市高桥中学,718.50
闵行区,上海市川沙中学,721.50
闵行区,上海市金山中学,719.50
闵行区,上海市松江二中,735.50
宝山区,上海市第六十中学,682.00
宝山区,上海市华东模范中学,683.00
宝山区,上海市晋元高级中学,724.50
宝山区,上海市曹杨第二中学,751.00
宝山区,上海市宜川中学,719.00
宝山区,上海市杨浦高级中学,727.50
宝山区,上海市控江中学,738.50
宝山区,上海市七宝中学,752.50
宝山区,上海市闵行中学,710.00
宝山区,上海市嘉定区第一中学,726.50
宝山区,上海市建平中学,743.00
宝山区,上海市洋泾中学,719.00
宝山区,上海市高桥中学,704.50
宝山区,上海市川沙中学,720.50
宝山区,上海市金山中学,726.50
宝山区,上海市松江二中,739.00
宝山区,上海市松江一中,700.50
宝山区,上海市青浦高级中学,709.50
嘉定区,上海市控江中学,725.50
嘉定区,上海市七宝中学,750.50
嘉定区,上海市闵行中学,707.00
嘉定区,上海市行知中学,726.00
嘉定区,上海市吴淞中学,708.00
嘉定区,上海市嘉定区第一中学,739.50
嘉定区,上海市建平中学,679.50
嘉定区,上海市洋泾中学,722.50
嘉定区,上海市高桥中学,694.50
嘉定区,上海市川沙中学,716.00
嘉定区,上海市金山中学,741.50
嘉定区,上海市松江二中,731.50
嘉定区,上海市松江一中,700.00
嘉定区,上海市青浦高级中学,708.50
浦东新区,上海市第六十中学,678.50
浦东新区,上海市华东模范中学,692.50
浦东新区,上海市晋元高级中学,730.00
浦东新区,上海市曹杨第二中学,743.00
浦东新区,上海市宜川中学,717.00
浦东新区,上海市杨浦高级中学,724.50
浦东新区,上海市控江中学,738.50
浦东新区,上海市七宝中学,753.00
浦东新区,上海市闵行中学,710.50
浦东新区,上海市行知中学,728.00
浦东新区,上海市吴淞中学,714.00
浦东新区,上海市嘉定区第一中学,726.00
浦东新区,上海市金山中学,716.00
浦东新区,上海市松江二中,735.00
金山区,上海市高桥中学,697.00
金山区,上海市川沙中学,721.50
金山区,上海市松江二中,737.50
金山区,上海市松江一中,713.50
金山区,上海市青浦高级中学,710.00
金山区,上海市朱家角中学,690.50
金山区,上海市奉贤中学,737.50
金山区,上海市崇明中学,696.50
松江区,上海市格致中学,743.50
松江区,上海市大同中学,733.00
松江区,上海市光明中学,698.50
松江区,上海市敬业中学,724.00
松江区,上海市卢湾高级中学,711.50
松江区,上海市第二中学,726.00
松江区,上海市南洋模范中学,754.00
松江区,上海市位育中学,746.50
松江区,上海市南洋中学,717.00
松江区,上海市第三女子中学,720.00
松江区,上海市延安中学,747.00
松江区,上海市洋泾中学,720.50
松江区,上海市高桥中学,709.00
松江区,上海市川沙中学,721.00
松江区,上海市金山中学,729.50
松江区,上海市青浦高级中学,727.50
松江区,上海市朱家角中学,703.00
松江区,上海市奉贤中学,739.50
松江区,上海市崇明中学,705.50
青浦区,上海市大同中学,735.00
青浦区,上海市第二中学,713.50
青浦区,上海市南洋模范中学,743.00
青浦区,上海市位育中学,739.00
青浦区,上海市南洋中学,695.00
青浦区,上海市第三女子中学,722.50
青浦区,上海市延安中学,747.00
青浦区,上海市复旦中学,728.50
青浦区,上海市进才中学,678.00
青浦区,上海市新中高级中学,691.50
青浦区,上海市回民中学,667.00
青浦区,上海市晋元高级中学,727.50
青浦区,上海市曹杨第二中学,739.50
青浦区,上海市宜川中学,707.50
青浦区,上海市杨浦高级中学,706.00
青浦区,上海市控江中学,739.00
青浦区,上海市七宝中学,750.00
奉贤区,上海市宜川中学,664.50
奉贤区,上海市杨浦高级中学,703.50
奉贤区,上海市七宝中学,752.50
奉贤区,上海市闵行中学,718.00
奉贤区,上海市行知中学,707.50
奉贤区,上海市吴淞中学,694.00
奉贤区,上海市嘉定区第一中学,710.00
奉贤区,上海市建平中学,746.00
奉贤区,上海市洋泾中学,704.00
奉贤区,上海市高桥中学,693.50
奉贤区,上海市川沙中学,707.50
奉贤区,上海市金山中学,719.00
奉贤区,上海市松江二中,731.00
奉贤区,上海市松江一中,706.00
奉贤区,上海市青浦高级中学,698.00
崇明区,上海市嘉定区第一中学,691.00
崇明区,上海市建平中学,747.00
崇明区,上海市洋泾中学,721.00
崇明区,上海市高桥中学,691.50
崇明区,上海市川沙中学,723.00
崇明区,上海市松江一中,674.50
崇明区,上海市青浦高级中学,669.50
崇明区,上海市奉贤中学,703.50
