district,school_name,middle_school_name,min_score
浦东新区,上海市高桥中学,建平香梅中学,716.00
浦东新区,上海市建平中学,南汇第二中学,749.50
浦东新区,上海市进才中学,南汇第二中学,741.50
浦东新区,上海南汇中学,南汇第二中学,723.50
浦东新区,上海市洋泾中学,南汇第二中学,728.00
浦东新区,上海市高桥中学,南汇第二中学,713.00
浦东新区,上海市川沙中学,南汇第二中学,728.50
浦东新区,上海市建平中学,南汇第三中学,749.00
浦东新区,上海市进才中学,南汇第三中学,731.50
浦东新区,上海南汇中学,南汇第三中学,722.00
浦东新区,上海市洋泾中学,南汇第三中学,714.00
浦东新区,上海市高桥中学,南汇第三中学,716.00
浦东新区,上海市川沙中学,南汇第三中学,735.00
浦东新区,上海市建平中学,新港中学,725.00
浦东新区,上海市进才中学,新港中学,737.50
浦东新区,上海南汇中学,新港中学,684.00
浦东新区,上海市洋泾中学,新港中学,689.50
浦东新区,上海市高桥中学,新港中学,683.00
浦东新区,上海市川沙中学,新港中学,710.50
浦东新区,上海市建平中学,书中学,687.00
浦东新区,上海市进才中学,书中学,704.00
浦东新区,上海南汇中学,书中学,683.50
浦东新区,上海市洋泾中学,书中学,673.50
浦东新区,上海市高桥中学,书中学,680.50
浦东新区,上海市川沙中学,书中学,674.50
浦东新区,上海市建平中学,大团中学,717.50
浦东新区,上海市进才中学,大团中学,707.00
浦东新区,上海南汇中学,大团中学,669.50
浦东新区,上海市洋泾中学,大团中学,683.00
浦东新区,上海市高桥中学,大团中学,685.00
浦东新区,上海南汇中学,秋萍学校,718.00
浦东新区,上海市川沙中学,大团中学,673.50
浦东新区,上海市建平中学,坦直中学,669.00
浦东新区,上海市进才中学,坦直中学,698.50
浦东新区,上海南汇中学,坦直中学,681.50
浦东新区,上海市洋泾中学,坦直中学,699.50
浦东新区,上海市高桥中学,坦直中学,679.50
浦东新区,上海市川沙中学,坦直中学,691.50
浦东新区,上海市建平中学,傅雷中学,743.00
浦东新区,上海市进才中学,傅雷中学,739.50
浦东新区,上海南汇中学,傅雷中学,720.00
浦东新区,上海市洋泾中学,傅雷中学,723.50
浦东新区,上海市高桥中学,傅雷中学,716.00
浦东新区,上海市川沙中学,傅雷中学,731.50
浦东新区,上海市建平中学,澧溪中学,743.50
浦东新区,上海市进才中学,澧溪中学,741.00
浦东新区,上海南汇中学,澧溪中学,717.00
浦东新区,上海市洋泾中学,澧溪中学,724.00
浦东新区,上海市高桥中学,澧溪中学,714.50
浦东新区,上海市川沙中学,澧溪中学,724.50
浦东新区,上海市实验学校,澧溪中学,754.50
浦东新区,上海市建平中学,六灶中学,745.50
浦东新区,上海南汇中学,六灶中学,716.00
浦东新区,上海市洋泾中学,六灶中学,731.50
浦东新区,上海市高桥中学,六灶中学,701.00
浦东新区,上海市川沙中学,六灶中学,707.00
浦东新区,上海市建平中学,浦东发展研究附属中学,740.50
浦东新区,上海市进才中学,浦东发展研究附属中学,717.50
浦东新区,上海南汇中学,浦东发展研究附属中学,675.50
浦东新区,上海市洋泾中学,浦东发展研究附属中学,670.50
浦东新区,上海市高桥中学,浦东发展研究附属中学,682.00
浦东新区,上海市川沙中学,浦东发展研究附属中学,693.50
浦东新区,上海市建平中学,南汇第四中学,746.00
浦东新区,上海市进才中学,南汇第四中学,740.00
浦东新区,上海南汇中学,南汇第四中学,719.00
浦东新区,上海市洋泾中学,南汇第四中学,725.50
浦东新区,上海市高桥中学,南汇第四中学,715.00
浦东新区,上海市川沙中学,南汇第四中学,727.50
浦东新区,上海市建平中学,中学东校,751.00
浦东新区,上海市进才中学,中学东校,742.00
浦东新区,上海南汇中学,中学东校,717.50
浦东新区,上海市洋泾中学,中学东校,722.00
浦东新区,上海市高桥中学,中学东校,709.00
浦东新区,上海市川沙中学,中学东校,718.00
浦东新区,上海市建平中学,浦东模范中学东校,753.50
浦东新区,上海市进才中学,浦东模范中学东校,741.50
浦东新区,上海南汇中学,浦东模范中学东校,715.00
浦东新区,上海市洋泾中学,浦东模范中学东校,726.50
浦东新区,上海市高桥中学,浦东模范中学东校,718.00
浦东新区,上海市川沙中学,浦东模范中学东校,734.50
浦东新区,上海市建平中学,北蔡中学,747.00
浦东新区,上海市进才中学,北蔡中学,746.00
浦东新区,上海南汇中学,北蔡中学,713.50
浦东新区,上海市洋泾中学,北蔡中学,731.00
浦东新区,上海市高桥中学,北蔡中学,711.50
浦东新区,上海市川沙中学,北蔡中学,726.00
浦东新区,上海市建平中学,临港第一中学,733.50
浦东新区,上海市进才中学,临港第一中学,706.00
浦东新区,上海南汇中学,临港第一中学,728.00
浦东新区,上海市洋泾中学,秋萍学校,683.50
浦东新区,上海市洋泾中学,临港第一中学,737.50
浦东新区,上海市高桥中学,临港第一中学,714.00
浦东新区,上海市川沙中学,临港第一中学,729.00
浦东新区,上海市建平中学,民办光华中学,705.00
浦东新区,上海市进才中学,民办光华中学,708.50
浦东新区,上海南汇中学,民办光华中学,668.00
浦东新区,上海市洋泾中学,民办光华中学,659.50
浦东新区,上海市高桥中学,民办光华中学,661.00
浦东新区,上海市川沙中学,民办光华中学,692.00
浦东新区,上海市建平中学,南汇第五中学,720.00
浦东新区,上海市进才中学,南汇第五中学,735.00
浦东新区,上海南汇中学,南汇第五中学,710.00
浦东新区,上海市洋泾中学,南汇第五中学,705.00
浦东新区,上海市高桥中学,南汇第五中学,703.50
浦东新区,上海市川沙中学,南汇第五中学,732.50
浦东新区,上海市实验学校,南汇第五中学,735.00
浦东新区,上海市建平中学,浦东新区进才中学南校,738.50
浦东新区,上海市进才中学,浦东新区进才中学南校,736.50
浦东新区,上海南汇中学,浦东新区进才中学南校,708.00
浦东新区,上海市洋泾中学,浦东新区进才中学南校,715.00
浦东新区,上海市高桥中学,浦东新区进才中学南校,717.00
浦东新区,上海市川沙中学,浦东新区进才中学南校,730.50
浦东新区,上海市建平中学,临港实验中学,731.00
浦东新区,上海市进才中学,临港实验中学,727.50
浦东新区,上海南汇中学,临港实验中学,718.00
浦东新区,上海市洋泾中学,临港实验中学,719.00
浦东新区,上海市高桥中学,临港实验中学,709.50
浦东新区,上海市川沙中学,临港实验中学,722.00
浦东新区,上海市建平中学,浦东新区进才中学东校,734.50
浦东新区,上海市进才中学,浦东新区进才中学东校,743.50
浦东新区,上海南汇中学,浦东新区进才中学东校,719.50
浦东新区,上海市洋泾中学,浦东新区进才中学东校,727.50
浦东新区,上海市高桥中学,浦东新区进才中学东校,713.00
浦东新区,上海市川沙中学,浦东新区进才中学东校,727.50
浦东新区,上海市建平中学,浦东外国语学校东校,743.00
浦东新区,上海市进才中学,浦东外国语学校东校,743.00
浦东新区,上海南汇中学,浦东外国语学校东校,712.50
浦东新区,上海市洋泾中学,浦东外国语学校东校,737.50
浦东新区,上海市高桥中学,浦东外国语学校东校,704.00
浦东新区,上海市川沙中学,浦东外国语学校东校,733.00
浦东新区,上海市建平中学,浦东模范实验中学,751.50
浦东新区,上海市进才中学,浦东模范实验中学,747.00
浦东新区,上海南汇中学,浦东模范实验中学,723.50
浦东新区,上海市洋泾中学,浦东模范实验中学,735.50
浦东新区,上海市高桥中学,浦东模范实验中学,728.50
浦东新区,上海市川沙中学,浦东模范实验中学,714.00
浦东新区,上海市建平中学,浦东新区三灶实验中学,723.00
浦东新区,上海市进才中学,浦东新区三灶实验中学,733.50
浦东新区,上海南汇中学,浦东新区三灶实验中学,715.00
浦东新区,上海市洋泾中学,浦东新区三灶实验中学,713.00
浦东新区,上海市高桥中学,浦东新区三灶实验中学,704.00
浦东新区,上海市川沙中学,浦东新区三灶实验中学,706.50
浦东新区,上海市建平中学,实验学校南校,737.00
浦东新区,上海市进才中学,实验学校南校,732.50
浦东新区,上海南汇中学,实验学校南校,719.00
浦东新区,上海市洋泾中学,实验学校南校,729.00
浦东新区,上海市高桥中学,实验学校南校,710.00
浦东新区,上海市川沙中学,实验学校南校,727.50
浦东新区,上海市建平中学,浦东新区新场实验中学,724.50
浦东新区,上海市进才中学,浦东新区新场实验中学,722.50
浦东新区,上海南汇中学,浦东新区新场实验中学,712.00
浦东新区,上海市洋泾中学,浦东新区新场实验中学,713.50
浦东新区,上海市高桥中学,浦东新区新场实验中学,705.00
浦东新区,上海市川沙中学,浦东新区新场实验中学,710.00
浦东新区,上海市建平中学,浦东新区懿德中学,719.00
浦东新区,上海市进才中学,浦东新区懿德中学,716.00
浦东新区,上海南汇中学,浦东新区懿德中学,712.50
浦东新区,上海市洋泾中学,浦东新区懿德中学,711.50
浦东新区,上海市高桥中学,浦东新区懿德中学,695.50
浦东新区,上海市川沙中学,浦东新区懿德中学,709.50
浦东新区,上海市建平中学,浦东新区建平培德实验中学,749.00
浦东新区,上海市进才中学,浦东新区建平培德实验中学,740.50
浦东新区,上海南汇中学,浦东新区建平培德实验中学,713.00
浦东新区,上海市洋泾中学,浦东新区建平培德实验中学,733.50
浦东新区,上海市高桥中学,浦东新区建平培德实验中学,722.00
浦东新区,上海市川沙中学,浦东新区建平培德实验中学,727.00
浦东新区,上海市建平中学,浦东新区进才森兰实验中学,747.50
浦东新区,上海市进才中学,浦东新区进才森兰实验中学,744.50
浦东新区,上海南汇中学,浦东新区进才森兰实验中学,712.00
浦东新区,上海市洋泾中学,浦东新区进才森兰实验中学,728.00
浦东新区,上海市高桥中学,浦东新区进才森兰实验中学,718.50
浦东新区,上海市川沙中学,浦东新区进才森兰实验中学,723.50
浦东新区,上海市实验学校,浦东新区进才森兰实验中学,753.00
浦东新区,上海市建平中学,浦东新区建平临港中学,724.50
浦东新区,上海市进才中学,浦东新区建平临港中学,729.00
浦东新区,上海南汇中学,浦东新区建平临港中学,705.50
浦东新区,上海市洋泾中学,浦东新区建平临港中学,703.00
浦东新区,上海市高桥中学,浦东新区建平临港中学,703.50
浦东新区,上海市川沙中学,浦东新区建平临港中学,713.00
浦东新区,上海市建平中学,师范大学附属浦东临港中学,734.50
浦东新区,上海市进才中学,师范大学附属浦东临港中学,726.00
浦东新区,上海南汇中学,师范大学附属浦东临港中学,682.00
浦东新区,上海市洋泾中学,师范大学附属浦东临港中学,704.00
浦东新区,上海市高桥中学,师范大学附属浦东临港中学,691.00
浦东新区,上海市川沙中学,师范大学附属浦东临港中学,697.00
浦东新区,上海市建平中学,建平实验地杰中学,752.50
浦东新区,上海市进才中学,建平实验地杰中学,743.50
浦东新区,上海南汇中学,建平实验地杰中学,710.00
浦东新区,上海市洋泾中学,建平实验地杰中学,729.50
浦东新区,上海市高桥中学,建平实验地杰中学,710.50
浦东新区,上海市川沙中学,建平实验地杰中学,726.50
浦东新区,上海市建平中学,建平实验张江中学,752.50
浦东新区,上海市进才中学,建平实验张江中学,744.00
浦东新区,上海南汇中学,建平实验张江中学,715.00
浦东新区,上海市洋泾中学,建平实验张江中学,732.00
浦东新区,上海市高桥中学,建平实验张江中学,720.00
浦东新区,上海市川沙中学,建平实验张江中学,724.00
浦东新区,上海市建平中学,浦东新区建平康梧中学,716.50
浦东新区,上海市进才中学,浦东新区建平康梧中学,723.50
浦东新区,上海南汇中学,浦东新区建平康梧中学,710.00
浦东新区,上海市洋泾中学,浦东新区建平康梧中学,722.00
浦东新区,上海市高桥中学,浦东新区建平康梧中学,716.00
浦东新区,上海市川沙中学,浦东新区建平康梧中学,724.50
浦东新区,上海市建平中学,历城中学,722.50
浦东新区,上海市进才中学,历城中学,719.00
浦东新区,上海南汇中学,历城中学,702.50
浦东新区,上海市洋泾中学,历城中学,708.00
浦东新区,上海市高桥中学,历城中学,693.50
浦东新区,上海市川沙中学,历城中学,698.50
浦东新区,上海市建平中学,竹园中学,750.00
浦东新区,上海市进才中学,竹园中学,734.00
浦东新区,上海南汇中学,竹园中学,709.50
浦东新区,上海市洋泾中学,竹园中学,715.50
浦东新区,上海市高桥中学,竹园中学,722.50
浦东新区,上海市川沙中学,竹园中学,729.50
浦东新区,上海市建平中学,泾南中学,746.50
浦东新区,上海市进才中学,泾南中学,719.50
浦东新区,上海南汇中学,泾南中学,701.00
浦东新区,上海市洋泾中学,泾南中学,737.00
浦东新区,上海市高桥中学,泾南中学,707.00
浦东新区,上海市川沙中学,泾南中学,709.50
浦东新区,上海市建平中学,香山中学,715.00
浦东新区,上海市进才中学,香山中学,712.00
浦东新区,上海南汇中学,香山中学,659.50
浦东新区,上海市洋泾中学,香山中学,703.50
浦东新区,上海市高桥中学,香山中学,671.00
浦东新区,上海市川沙中学,香山中学,661.00
浦东新区,上海市建平中学,沪新中学,660.00
浦东新区,上海市进才中学,沪新中学,698.50
浦东新区,上海南汇中学,沪新中学,690.00
浦东新区,上海市洋泾中学,沪新中学,707.50
浦东新区,上海市高桥中学,沪新中学,716.50
浦东新区,上海市川沙中学,沪新中学,726.50
浦东新区,上海市建平中学,民中学,671.00
浦东新区,上海市进才中学,民中学,750.50
浦东新区,上海南汇中学,民中学,714.00
浦东新区,上海市洋泾中学,民中学,717.00
浦东新区,上海市高桥中学,民中学,717.00
浦东新区,上海市川沙中学,民中学,717.50
浦东新区,上海市建平中学,立信会计金融学附属高行中学,734.50
浦东新区,上海市进才中学,立信会计金融学附属高行中学,725.00
浦东新区,上海南汇中学,立信会计金融学附属高行中学,708.50
浦东新区,上海市洋泾中学,立信会计金融学附属高行中学,721.00
浦东新区,上海市高桥中学,立信会计金融学附属高行中学,720.50
浦东新区,上海市川沙中学,立信会计金融学附属高行中学,719.00
浦东新区,上海市建平中学,第二工业大学附属龚路中学,745.50
浦东新区,上海市进才中学,第二工业大学附属龚路中学,747.50
浦东新区,上海南汇中学,第二工业大学附属龚路中学,713.50
浦东新区,上海市洋泾中学,第二工业大学附属龚路中学,705.50
浦东新区,上海市高桥中学,第二工业大学附属龚路中学,714.00
浦东新区,上海市川沙中学,第二工业大学附属龚路中学,719.00
浦东新区,上海市建平中学,五三中学,740.00
浦东新区,上海市进才中学,五三中学,739.50
浦东新区,上海南汇中学,五三中学,716.00
浦东新区,上海市洋泾中学,五三中学,719.00
浦东新区,上海市川沙中学,五三中学,733.50
浦东新区,上海市建平中学,侨光中学,746.50
浦东新区,上海市进才中学,侨光中学,744.00
浦东新区,上海南汇中学,侨光中学,713.50
浦东新区,上海市洋泾中学,侨光中学,723.50
浦东新区,上海市高桥中学,侨光中学,705.00
浦东新区,上海市川沙中学,侨光中学,734.50
浦东新区,上海市建平中学,江镇中学,728.00
浦东新区,上海市进才中学,江镇中学,730.00
浦东新区,上海南汇中学,江镇中学,714.50
浦东新区,上海市洋泾中学,江镇中学,721.50
浦东新区,上海市高桥中学,江镇中学,705.00
浦东新区,上海市川沙中学,江镇中学,717.50
浦东新区,上海市实验学校,江镇中学,734.00
浦东新区,上海市建平中学,合庆中学,712.00
浦东新区,上海市进才中学,合庆中学,719.00
浦东新区,上海南汇中学,合庆中学,695.00
浦东新区,上海市洋泾中学,合庆中学,700.00
浦东新区,上海市高桥中学,合庆中学,691.50
浦东新区,上海市川沙中学,合庆中学,726.00
浦东新区,上海市建平中学,华东师范大学张江实验中学,736.50
浦东新区,上海市进才中学,华东师范大学张江实验中学,733.00
浦东新区,上海南汇中学,华东师范大学张江实验中学,707.00
浦东新区,上海市洋泾中学,华东师范大学张江实验中学,706.50
浦东新区,上海市高桥中学,华东师范大学张江实验中学,707.00
浦东新区,上海市川沙中学,华东师范大学张江实验中学,718.00
浦东新区,上海市建平中学,三林中学东校,743.50
浦东新区,上海市进才中学,三林中学东校,735.50
浦东新区,上海南汇中学,三林中学东校,686.00
浦东新区,上海市洋泾中学,三林中学东校,712.00
浦东新区,上海市高桥中学,三林中学东校,693.00
浦东新区,上海市川沙中学,三林中学东校,715.00
浦东新区,上海市建平中学,浦东新区民办正达外国语学校,747.50
浦东新区,上海市进才中学,浦东新区民办正达外国语学校,743.50
浦东新区,上海南汇中学,浦东新区民办正达外国语学校,706.00
浦东新区,上海市洋泾中学,浦东新区民办正达外国语学校,741.00
浦东新区,上海市高桥中学,浦东新区民办正达外国语学校,719.50
浦东新区,上海市川沙中学,浦东新区民办正达外国语学校,716.50
浦东新区,上海市建平中学,高东中学,716.50
浦东新区,上海市进才中学,高东中学,728.50
浦东新区,上海南汇中学,高东中学,691.50
浦东新区,上海市洋泾中学,高东中学,721.00
浦东新区,上海市高桥中学,高东中学,694.50
浦东新区,上海市川沙中学,高东中学,703.50
浦东新区,上海市建平中学,南汇第一中学,729.50
浦东新区,上海市进才中学,南汇第一中学,726.50
浦东新区,上海南汇中学,南汇第一中学,717.00
浦东新区,上海市洋泾中学,南汇第一中学,715.00
浦东新区,上海市高桥中学,南汇第一中学,715.00
浦东新区,上海市川沙中学,南汇第一中学,723.00
浦东新区,上海市建平中学,老港中学,710.50
浦东新区,上海市进才中学,老港中学,712.50
浦东新区,上海南汇中学,老港中学,674.50
浦东新区,上海市洋泾中学,老港中学,711.00
浦东新区,上海市高桥中学,老港中学,684.50
浦东新区,上海市川沙中学,老港中学,712.00
浦东新区,上海市建平中学,泥城中学,744.00
浦东新区,上海市进才中学,泥城中学,718.00
浦东新区,上海市洋泾中学,泥城中学,676.50
浦东新区,上海市高桥中学,泥城中学,662.50
浦东新区,上海市川沙中学,泥城中学,703.00
浦东新区,上海市建平中学,长岛中学,738.50
浦东新区,上海市进才中学,长岛中学,724.50
浦东新区,上海南汇中学,长岛中学,707.00
浦东新区,上海市洋泾中学,长岛中学,730.00
浦东新区,上海市高桥中学,长岛中学,721.00
浦东新区,上海市川沙中学,长岛中学,720.00
浦东新区,上海市建平中学,立信会计金融学附属学校,745.00
浦东新区,上海市进才中学,立信会计金融学附属学校,732.50
浦东新区,上海南汇中学,立信会计金融学附属学校,709.00
浦东新区,上海市洋泾中学,立信会计金融学附属学校,727.00
浦东新区,上海市高桥中学,立信会计金融学附属学校,720.50
浦东新区,上海市川沙中学,立信会计金融学附属学校,722.50
浦东新区,上海市建平中学,绿川学校,728.00
浦东新区,上海市进才中学,绿川学校,721.00
浦东新区,上海南汇中学,绿川学校,729.50
浦东新区,上海市洋泾中学,绿川学校,723.50
浦东新区,上海市高桥中学,绿川学校,700.50
浦东新区,上海市川沙中学,绿川学校,718.50
浦东新区,上海市建平中学,洋泾菊园实验学校,746.00
浦东新区,上海市进才中学,洋泾菊园实验学校,744.00
浦东新区,上海南汇中学,洋泾菊园实验学校,712.00
浦东新区,上海市洋泾中学,洋泾菊园实验学校,733.50
浦东新区,上海市高桥中学,洋泾菊园实验学校,709.50
浦东新区,上海市川沙中学,洋泾菊园实验学校,722.50
浦东新区,上海市建平中学,民办平和学校,744.50
浦东新区,上海市进才中学,民办平和学校,741.00
浦东新区,上海南汇中学,民办平和学校,714.00
浦东新区,上海市洋泾中学,民办平和学校,725.00
浦东新区,上海市高桥中学,民办平和学校,686.00
浦东新区,上海市川沙中学,民办平和学校,728.50
浦东新区,上海市实验学校,民办平和学校,735.00
浦东新区,上海市建平中学,川沙中学南校,750.50
浦东新区,上海市进才中学,川沙中学南校,740.00
浦东新区,上海南汇中学,川沙中学南校,719.50
浦东新区,上海市洋泾中学,川沙中学南校,728.50
浦东新区,上海市高桥中学,川沙中学南校,714.00
浦东新区,上海市川沙中学,川沙中学南校,735.50
浦东新区,上海市建平中学,建平实验中学,751.50
浦东新区,上海市进才中学,建平实验中学,741.00
浦东新区,上海南汇中学,建平实验中学,713.00
浦东新区,上海市洋泾中学,建平实验中学,732.50
浦东新区,上海市高桥中学,建平实验中学,717.50
浦东新区,上海市川沙中学,建平实验中学,725.50
浦东新区,上海市建平中学,民办金苹果学校,751.00
浦东新区,上海市进才中学,民办金苹果学校,747.50
浦东新区,上海南汇中学,民办金苹果学校,710.50
浦东新区,上海市洋泾中学,民办金苹果学校,724.50
浦东新区,上海市高桥中学,民办金苹果学校,717.00
浦东新区,上海市川沙中学,民办金苹果学校,724.00
浦东新区,上海市建平中学,民办启能东方外国语学校,738.00
浦东新区,上海市进才中学,民办启能东方外国语学校,731.00
浦东新区,上海南汇中学,民办启能东方外国语学校,709.50
浦东新区,上海市洋泾中学,民办启能东方外国语学校,709.50
浦东新区,上海市高桥中学,民办启能东方外国语学校,709.50
浦东新区,上海市川沙中学,民办启能东方外国语学校,710.00
浦东新区,上海市建平中学,民办中芯学校,738.00
浦东新区,上海市进才中学,民办中芯学校,746.00
浦东新区,上海南汇中学,民办中芯学校,721.00
浦东新区,上海市洋泾中学,民办中芯学校,725.50
浦东新区,上海市高桥中学,民办中芯学校,723.00
浦东新区,上海市川沙中学,民办中芯学校,711.50
浦东新区,上海市建平中学,进才实验中学,754.00
浦东新区,上海市进才中学,进才实验中学,742.00
浦东新区,上海南汇中学,进才实验中学,710.00
浦东新区,上海市洋泾中学,进才实验中学,728.50
浦东新区,上海市高桥中学,进才实验中学,718.00
浦东新区,上海市川沙中学,进才实验中学,720.50
浦东新区,上海市建平中学,实验学校东校,751.50
浦东新区,上海市进才中学,实验学校东校,733.50
浦东新区,上海南汇中学,实验学校东校,708.50
浦东新区,上海市洋泾中学,实验学校东校,726.50
浦东新区,上海市高桥中学,实验学校东校,711.50
浦东新区,上海市川沙中学,实验学校东校,727.00
浦东新区,上海市建平中学,张江集团中学,748.00
浦东新区,上海市进才中学,张江集团中学,741.50
浦东新区,上海南汇中学,张江集团中学,707.50
浦东新区,上海市洋泾中学,张江集团中学,731.00
浦东新区,上海市高桥中学,张江集团中学,718.00
浦东新区,上海市川沙中学,张江集团中学,724.50
浦东新区,上海市建平中学,浦东新区民办协和双语学校,721.50
浦东新区,上海市进才中学,浦东新区民办协和双语学校,730.00
浦东新区,上海南汇中学,浦东新区民办协和双语学校,698.00
浦东新区,上海市洋泾中学,浦东新区民办协和双语学校,696.00
浦东新区,上海市高桥中学,浦东新区民办协和双语学校,677.50
浦东新区,上海市川沙中学,浦东新区民办协和双语学校,723.50
浦东新区,上海市建平中学,浦东新区建平南汇实验学校,708.00
浦东新区,上海市进才中学,浦东新区建平南汇实验学校,726.50
浦东新区,上海南汇中学,浦东新区建平南汇实验学校,725.00
浦东新区,上海市洋泾中学,浦东新区建平南汇实验学校,708.50
浦东新区,上海市高桥中学,浦东新区建平南汇实验学校,707.00
浦东新区,上海市川沙中学,浦东新区建平南汇实验学校,726.00
浦东新区,上海市建平中学,三灶学校,725.50
浦东新区,上海市进才中学,三灶学校,702.50
浦东新区,上海南汇中学,三灶学校,705.00
浦东新区,上海市洋泾中学,三灶学校,716.00
浦东新区,上海市高桥中学,三灶学校,685.50
浦东新区,上海市川沙中学,三灶学校,714.00
浦东新区,上海市进才中学,黄路学校,702.00
浦东新区,上海南汇中学,黄路学校,702.50
浦东新区,上海市洋泾中学,黄路学校,698.50
浦东新区,上海市高桥中学,黄路学校,709.50
浦东新区,上海市川沙中学,黄路学校,702.50
浦东新区,上海市建平中学,浦东新区彭镇中学,725.00
浦东新区,上海市进才中学,浦东新区彭镇中学,717.00
浦东新区,上海南汇中学,浦东新区彭镇中学,706.00
浦东新区,上海市洋泾中学,浦东新区彭镇中学,700.00
浦东新区,上海市高桥中学,浦东新区彭镇中学,689.00
浦东新区,上海市川沙中学,浦东新区彭镇中学,710.00
浦东新区,上海市建平中学,秋萍学校,695.00
浦东新区,上海市进才中学,秋萍学校,694.50
浦东新区,上海市高桥中学,秋萍学校,675.50
浦东新区,上海市川沙中学,秋萍学校,684.00
浦东新区,上海市建平中学,三墩学校,718.50
浦东新区,上海南汇中学,三墩学校,657.00
浦东新区,上海市建平中学,浦东新区进才万祥学校,720.50
浦东新区,上海市进才中学,浦东新区进才万祥学校,684.00
浦东新区,上海南汇中学,浦东新区进才万祥学校,685.00
浦东新区,上海市洋泾中学,浦东新区进才万祥学校,689.00
浦东新区,上海市高桥中学,浦东新区进才万祥学校,684.50
浦东新区,上海市川沙中学,浦东新区进才万祥学校,692.50
浦东新区,上海市实验学校,浦东新区进才万祥学校,749.00
浦东新区,上海市建平中学,宣桥学校,734.50
浦东新区,上海市进才中学,宣桥学校,728.00
浦东新区,上海南汇中学,宣桥学校,722.50
浦东新区,上海市洋泾中学,宣桥学校,729.00
浦东新区,上海市高桥中学,宣桥学校,708.00
浦东新区,上海市川沙中学,宣桥学校,737.50
浦东新区,上海市建平中学,航头学校,740.00
浦东新区,上海市进才中学,航头学校,732.50
浦东新区,上海南汇中学,航头学校,719.00
浦东新区,上海市洋泾中学,航头学校,726.50
浦东新区,上海市高桥中学,航头学校,715.00
浦东新区,上海市川沙中学,航头学校,724.00
浦东新区,上海市建平中学,周浦才学校,706.50
浦东新区,上海市进才中学,周浦才学校,701.00
浦东新区,上海南汇中学,周浦才学校,706.00
浦东新区,上海市洋泾中学,周浦才学校,694.00
浦东新区,上海市高桥中学,周浦才学校,681.00
浦东新区,上海市川沙中学,周浦才学校,678.00
浦东新区,上海市建平中学,实验学校附属光明学校,736.00
浦东新区,上海市进才中学,实验学校附属光明学校,727.50
浦东新区,上海南汇中学,实验学校附属光明学校,714.00
浦东新区,上海市洋泾中学,实验学校附属光明学校,702.50
浦东新区,上海市高桥中学,实验学校附属光明学校,710.50
浦东新区,上海市川沙中学,实验学校附属光明学校,718.00
浦东新区,上海市建平中学,东学校,718.00
浦东新区,上海市进才中学,东学校,695.00
浦东新区,上海南汇中学,东学校,697.50
浦东新区,上海市洋泾中学,东学校,699.00
浦东新区,上海市川沙中学,东学校,682.50
浦东新区,上海市建平中学,康城学校,726.00
浦东新区,上海市进才中学,康城学校,737.00
浦东新区,上海南汇中学,康城学校,713.00
浦东新区,上海市洋泾中学,康城学校,720.00
浦东新区,上海市高桥中学,康城学校,712.00
浦东新区,上海市川沙中学,康城学校,729.50
浦东新区,上海市建平中学,中医药大学附属浦东鹤沙学校,726.50
浦东新区,上海市进才中学,中医药大学附属浦东鹤沙学校,728.50
浦东新区,上海南汇中学,中医药大学附属浦东鹤沙学校,689.00
浦东新区,上海市洋泾中学,中医药大学附属浦东鹤沙学校,702.50
浦东新区,上海市高桥中学,中医药大学附属浦东鹤沙学校,687.50
浦东新区,上海市川沙中学,中医药大学附属浦东鹤沙学校,697.00
浦东新区,上海市实验学校,中医药大学附属浦东鹤沙学校,697.00
浦东新区,上海市建平中学,浦东新区民办东鼎外国语学校,704.50
浦东新区,上海市建平中学,民办尚德实验学校,749.00
浦东新区,上海市进才中学,民办尚德实验学校,746.00
浦东新区,上海南汇中学,民办尚德实验学校,714.00
浦东新区,上海市洋泾中学,民办尚德实验学校,731.00
浦东新区,上海市高桥中学,民办尚德实验学校,717.50
浦东新区,上海市川沙中学,民办尚德实验学校,729.00
浦东新区,上海市建平中学,浦东新区民办远翔实验学校,746.00
浦东新区,上海市进才中学,浦东新区民办远翔实验学校,745.50
浦东新区,上海南汇中学,浦东新区民办远翔实验学校,715.00
浦东新区,上海市洋泾中学,浦东新区民办远翔实验学校,736.00
浦东新区,上海市高桥中学,浦东新区民办远翔实验学校,712.50
浦东新区,上海市川沙中学,浦东新区民办远翔实验学校,724.50
浦东新区,上海市建平中学,浦东新区民办进德外国语中学,745.50
浦东新区,上海市进才中学,浦东新区民办进德外国语中学,749.50
浦东新区,上海南汇中学,浦东新区民办进德外国语中学,720.00
浦东新区,上海市洋泾中学,浦东新区民办进德外国语中学,741.00
浦东新区,上海市高桥中学,浦东新区民办进德外国语中学,716.50
浦东新区,上海市川沙中学,浦东新区民办进德外国语中学,731.00
浦东新区,上海市建平中学,周浦实验学校,737.00
浦东新区,上海市进才中学,周浦实验学校,727.50
浦东新区,上海南汇中学,周浦实验学校,710.50
浦东新区,上海市洋泾中学,周浦实验学校,722.50
浦东新区,上海市高桥中学,周浦实验学校,709.50
浦东新区,上海市川沙中学,周浦实验学校,723.50
浦东新区,上海市建平中学,浦东新区民办更新学校,715.50
浦东新区,上海市进才中学,浦东新区民办更新学校,703.50
浦东新区,上海市洋泾中学,浦东新区民办更新学校,699.50
