初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩
上海市莘城学校,上海市向明中学（浦江校区）,716.5,否,389.5,109,134,134
上海市莘城学校,上海市第二中学（梅陇校区）,740,否,404,128,134,140
上海市莘城学校,复旦大学附属中学,755,否,416,140,130,146
上海市莘城学校,上海市七宝中学,753,否,418,139,134,138
上海市莘城学校,华东师范大学第二附属中学闵行紫竹分校,747,否,410.5,130,134,141
上海市莘城学校,上海师范大学附属中学闵行分校,735,否,402,120,136,136
上海市莘城学校,上海交通大学附属中学闵行分校,751,否,413,137,131,139
上海市莘城学校,上海市闵行中学,728,否,394,125,130,138
上海市闵行区明星学校,上海市向明中学（浦江校区）,721,否,388,132,125,137
上海市闵行区明星学校,上海市七宝中学,744,否,412.5,139,131,137
上海市闵行区明星学校,华东师范大学第二附属中学闵行紫竹分校,735,否,404,129,127,136
上海市闵行区明星学校,上海师范大学附属中学闵行分校,729.5,否,396.5,133,119,140
上海市闵行区明星学校,上海交通大学附属中学闵行分校,732.5,否,405.5,130,131,131
上海市闵行区明星学校,上海市闵行中学,715,否,393,122,129,132
上海市闵行区明星学校,上海师范大学附属中学,730.5,否,395,121,130,140
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市闵行区文来实验学校,上海市向明中学（浦江校区）,714.5,否,391.5,127,129,132
上海市闵行区文来实验学校,上海市七宝中学,719,否,391,138,119,137
上海市闵行区文来实验学校,华东师范大学第二附属中学闵行紫竹分校,726.5,否,387.5,115,128,144
上海市闵行区文来实验学校,上海师范大学附属中学闵行分校,725.5,否,395.5,125,134,138
上海市闵行区文来实验学校,上海交通大学附属中学闵行分校,724.5,否,393.5,118,134,138
上海市闵行区文来实验学校,上海市闵行中学,710,否,381,124,121,132
上海市闵行区君莲学校,上海市向明中学（浦江校区）,719.5,否,394.5,125,127,134
上海市闵行区君莲学校,上海市第二中学（梅陇校区）,728,否,401,134,123,138
上海市闵行区君莲学校,上海市七宝中学,728,否,396,125,127,137
上海市闵行区君莲学校,华东师范大学第二附属中学闵行紫竹分校,735,否,403,131,125,142
上海市闵行区君莲学校,上海师范大学附属中学闵行分校,732,否,398,127,137,139
上海市闵行区君莲学校,上海交通大学附属中学闵行分校,743.5,否,410.5,144,124,141
上海市闵行区君莲学校,上海市闵行中学,722,否,391,122,128,137
上海市闵行区华漕学校,上海市向明中学（浦江校区）,715,否,397.5,129,130,132
上海市闵行区华漕学校,上海市上海中学,755,否,417,134,135,142
上海市闵行区华漕学校,上海市七宝中学,732,否,394,128,129,142
上海市闵行区华漕学校,华东师范大学第二附属中学闵行紫竹分校,735,否,403,126,133,142
上海市闵行区华漕学校,上海师范大学附属中学闵行分校,724.5,否,395,131,124,139
上海市闵行区华漕学校,上海交通大学附属中学闵行分校,741,否,417,136,136,134
上海市闵行区华漕学校,上海市闵行中学,708.5,否,380,115,124,133
上海世外教育附属浦江外国语学校,上海市第二中学（梅陇校区）,731.5,否,403.5,128,132,139
上海世外教育附属浦江外国语学校,上海交通大学附属中学,730,否,406,140,127,133
上海世外教育附属浦江外国语学校,上海市七宝中学,734.5,否,399.5,119,134,140
上海世外教育附属浦江外国语学校,华东师范大学第二附属中学闵行紫竹分校,731.5,否,397.5,121,134,137
上海世外教育附属浦江外国语学校,上海师范大学附属中学闵行分校,728.5,否,399.5,125,131,135
上海世外教育附属浦江外国语学校,上海交通大学附属中学闵行分校,740,否,403,123,140,140
上海世外教育附属浦江外国语学校,上海市闵行中学,719,否,380,113,132,144
华东理工大学附属闵行梅陇实验学校,上海市向明中学（浦江校区）,730,否,402,128,132,136
华东理工大学附属闵行梅陇实验学校,上海市第二中学（梅陇校区）,742,否,406,126,133,141
华东理工大学附属闵行梅陇实验学校,上海市七宝中学,745,否,411,127,140,137
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
华东理工大学附属闵行梅陇实验学校,华东师范大学第二附属中学闵行紫竹分校,741.5,否,408.5,128,134,138
华东理工大学附属闵行梅陇实验学校,上海师范大学附属中学闵行分校,735,否,408,130,137,134
华东理工大学附属闵行梅陇实验学校,上海交通大学附属中学闵行分校,749.5,否,417.5,137,134,139
华东理工大学附属闵行梅陇实验学校,上海市闵行中学,732.5,否,410.5,133,133,138
上海市民办德英乐实验学校,上海市第二中学（梅陇校区）,736.5,否,401,128,132,141
上海市民办德英乐实验学校,上海市七宝中学,752.5,否,414.5,135,135,142
上海市民办德英乐实验学校,华东师范大学第二附属中学闵行紫竹分校,751.5,否,422,143,134,136
上海市民办德英乐实验学校,上海师范大学附属中学闵行分校,747,否,413,142,130,138
上海市民办德英乐实验学校,上海交通大学附属中学闵行分校,745.5,否,417.5,138,135,137
上海市民办德英乐实验学校,上海市闵行中学,734,否,399,134,127,139
上海市民办德英乐实验学校,华东师范大学第二附属中学,757,否,421,141,134,138
上海市燎原双语学校,上海市向明中学（浦江校区）,689.5,否,371,116,125,134
上海市燎原双语学校,上海市第二中学（梅陇校区）,680.5,否,380.5,114,127,112
上海市燎原双语学校,上海市七宝中学,733.5,否,408.5,133,134,129
上海市燎原双语学校,华东师范大学第二附属中学闵行紫竹分校,721,否,399,126,129,132
上海市燎原双语学校,上海师范大学附属中学闵行分校,697,否,378,115,134,127
上海市燎原双语学校,上海交通大学附属中学闵行分校,734.5,否,400.5,128,129,141
上海市燎原双语学校,上海市闵行中学,679.5,否,378.5,129,120,119
上海市民办协和双语尚音学校,上海市第二中学（梅陇校区）,735,否,407,128,134,135
上海市民办协和双语尚音学校,上海市上海中学,745.5,否,411.5,137,127,136
上海市民办协和双语尚音学校,上海市七宝中学,742,否,402,122,135,144
上海市民办协和双语尚音学校,华东师范大学第二附属中学闵行紫竹分校,749.5,否,411.5,137,130,141
上海市民办协和双语尚音学校,上海师范大学附属中学闵行分校,739.5,否,415.5,138,132,133
上海市民办协和双语尚音学校,上海交通大学附属中学闵行分校,747,否,412,133,133,134
上海市民办协和双语尚音学校,上海市闵行中学,734.5,否,399.5,128,128,140
上海市民办协和双语学校,上海市七宝中学,668.5,否,362.5,114,120,126
上海市民办万源城协和双语学校,上海市向明中学（浦江校区）,724,否,405,130,133,128
上海市民办万源城协和双语学校,上海市第二中学（梅陇校区）,742,否,404,121,138,142
上海市民办万源城协和双语学校,上海市七宝中学,744,否,413.5,132,137,134
上海市民办万源城协和双语学校,华东师范大学第二附属中学闵行紫竹分校,743.5,否,406.5,142,126,143
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市民办万源城协和双语学校,上海师范大学附属中学闵行分校,734.5,否,398,131,129,141
上海市民办万源城协和双语学校,上海交通大学附属中学闵行分校,747,否,409.5,137,132,144
上海市民办万源城协和双语学校,上海市闵行中学,719.5,否,398,131,127,134
上海星河湾双语学校,上海交通大学附属中学闵行分校,725,否,397,133,127,135
上海博世凯外国语学校,上海市向明中学（浦江校区）,731.5,否,392,108,138,143
上海博世凯外国语学校,上海市七宝中学,742.5,否,403,139,123,145
上海博世凯外国语学校,华东师范大学第二附属中学闵行紫竹分校,741.5,否,409.5,135,133,138
上海博世凯外国语学校,上海师范大学附属中学闵行分校,715,否,390.5,130,124,130
上海博世凯外国语学校,上海交通大学附属中学闵行分校,744,否,409,139,130,140
上海博世凯外国语学校,上海市闵行中学,715,否,378,118,124,146
上海博世凯外国语学校,上海师范大学附属中学,740,否,407.5,137,131,141
上海闵行区万科双语学校,上海市七宝中学,691.5,否,390,130,125,116
上海闵行区万科双语学校,上海交通大学附属中学闵行分校,658.5,否,363,104,127,113
上海民办圣华紫竹双语学校,上海市向明中学（浦江校区）,719.5,否,393,125,125,133
上海民办圣华紫竹双语学校,上海交通大学附属中学,758,否,418,132,138,144
上海民办圣华紫竹双语学校,上海市七宝中学,746.5,否,418.5,139,136,133
上海民办圣华紫竹双语学校,华东师范大学第二附属中学闵行紫竹分校,754,否,415,141,131,142
上海民办圣华紫竹双语学校,上海师范大学附属中学闵行分校,739,否,405,125,137,139
上海民办圣华紫竹双语学校,上海交通大学附属中学闵行分校,759.5,否,419.5,141,134,145
上海民办圣华紫竹双语学校,上海市闵行中学,728.5,否,405.5,131,134,130
上海闵行区民办德闳学校,华东师范大学第二附属中学闵行紫竹分校,672.5,否,357,111,128,128
