初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩
上海市市南中学,上海市大同中学,722,否,391,114,133,137
上海市市南中学,上海市向明中学,712,否,391,118,132,131
上海市市南中学,上海市向明中学（浦江校区）,719.5,否,389.5,125,126,135
上海市市南中学,上海外国语大学附属大境中学,687,否,362,112,115,132
上海市市南中学,上海市光明中学,676,否,371.5,124,124,126
上海市市南中学,上海市敬业中学,688.5,否,372.5,119,122,124
上海市市南中学,上海市卢湾高级中学,680,否,364,125,122,127
上海音乐学院附属黄浦比乐中学,上海市格致中学,736.5,否,409,127,141,133
上海音乐学院附属黄浦比乐中学,上海市格致中学（奉贤校区）,711,否,390,126,132,127
上海音乐学院附属黄浦比乐中学,上海市大同中学,728,否,401,128,131,133
上海音乐学院附属黄浦比乐中学,上海市向明中学,697.5,否,379,131,124,130
上海音乐学院附属黄浦比乐中学,上海市向明中学（浦江校区）,695.5,否,373.5,110,119,131
上海音乐学院附属黄浦比乐中学,上海外国语大学附属大境中学,692,否,375,116,125,124
上海音乐学院附属黄浦比乐中学,上海市光明中学,663.5,否,361.5,114,117,114
上海音乐学院附属黄浦比乐中学,上海市敬业中学,674,否,362,99,128,120
上海音乐学院附属黄浦比乐中学,上海市卢湾高级中学,671,否,362.5,107,129,124
上海音乐学院附属黄浦比乐中学,上海市上海中学,745,否,408,135,131,140
上海市黄浦区教育学院附属中山学校,上海市格致中学,737.5,否,400.5,119,138,140
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市黄浦区教育学院附属中山学校,上海市格致中学（奉贤校区）,712,否,384,120,129,132
上海市黄浦区教育学院附属中山学校,上海市大同中学,731.5,否,400.5,129,129,138
上海市黄浦区教育学院附属中山学校,上海市向明中学,714.5,否,382.5,119,127,139
上海市黄浦区教育学院附属中山学校,上海市向明中学（浦江校区）,725.5,否,392.5,119,132,139
上海市黄浦区教育学院附属中山学校,上海外国语大学附属大境中学,696,否,364,107,118,142
上海市黄浦区教育学院附属中山学校,上海市光明中学,679.5,否,368.5,118,119,127
