年份,初中学校,初中学校代码,高中代码,高中名称,计划数
2024,0,上海市浦东教育发展研究院附属中学,,上海市浦东复旦附中分校,1
2024,0,上海市南汇第四中学,,华东师范大学第二附属中学,1
2024,0,上海市南汇第四中学,,上海市建平中学,5
2024,0,上海市南汇第四中学,,上海市进才中学,4
2024,0,上海市南汇第四中学,,上海市洋泾中学,5
2024,0,上海市南汇第四中学,,上海市川沙中学,3
2024,0,上海市南汇第四中学,,上海 南汇中学,5
2024,0,上海市南汇第四中学,,上海市高桥中学,3
2024,0,上海市南汇第四中学,,上海中学东校,3
2024,0,上海市南汇第四中学,,上海市浦东复旦附中分校,1
2024,0,上海中学东校,,上海交通大学附属中学,1
2024,0,上海中学东校,,上海市建平中学,3
2024,0,上海中学东校,,上海市进才中学,2
2024,0,上海中学东校,,上海市洋泾中学,3
2024,0,上海中学东校,,上海市川沙中学,2
2024,0,上海中学东校,,上海 南汇中学,4
2024,0,上海中学东校,,上海市高桥中学,1
2024,0,上海中学东校,,上海中学东校,1
2024,0,上海中学东校,,上海市浦东复旦附中分校,1
2024,0,上海中学东校,,华东师范大学第二附属中学临港奉贤分校,9
2024,0,上海市浦东模范中学东校,,上海市建平中学,2
2024,0,上海市浦东模范中学东校,,上海市进才中学,1
2024,0,上海市浦东模范中学东校,,上海市洋泾中学,2
2024,0,上海市浦东模范中学东校,,上海市川沙中学,1
2024,0,上海市浦东模范中学东校,,上海 南汇中学,2
2024,0,上海市浦东模范中学东校,,上海市高桥中学,1
2024,0,上海市浦东模范中学东校,,上海中学东校,2
2024,0,上海市浦东模范中学东校,,上海市浦东复旦附中分校,1
2024,0,上海市北蔡中学,,上海交通大学附属中学,1
2024,0,上海市北蔡中学,,上海市建平中学,3
2024,0,上海市北蔡中学,,上海市进才中学,4
2024,0,上海市北蔡中学,,上海市洋泾中学,3
2024,0,上海市北蔡中学,,上海市川沙中学,2
2024,0,上海市北蔡中学,,上海 南汇中学,6
2024,0,上海市北蔡中学,,上海市高桥中学,3
2024,0,上海市北蔡中学,,上海中学东校,3
2024,0,上海市北蔡中学,,上海市浦东复旦附中分校,1
2024,0,上海市临港第一中学,,上海师范大学附属中学,1
2024,0,上海市临港第一中学,,上海市建平中学,1
2024,0,上海市临港第一中学,,上海市进才中学,1
2024,0,上海市临港第一中学,,上海市洋泾中学,2
2024,0,上海市临港第一中学,,上海市川沙中学,1
2024,0,上海市临港第一中学,,上海 南汇中学,1
2024,0,上海市临港第一中学,,上海市高桥中学,2
2024,0,上海市临港第一中学,,上海中学东校,1
2024,0,上海市临港第一中学,,上海市浦东复旦附中分校,1
2024,0,上海市临港第一中学,,华东师范大学第二附属中学临港奉贤分校,6
2024,1,上海民办光华中学,,上海市建平中学,1
2024,1,上海民办光华中学,,上海市进才中学,1
2024,1,上海民办光华中学,,上海市洋泾中学,1
2024,1,上海民办光华中学,,上海市川沙中学,1
2024,1,上海民办光华中学,,上海 南汇中学,1
2024,1,上海民办光华中学,,上海市高桥中学,1
2024,1,上海民办光华中学,,上海中学东校,1
2024,1,上海民办光华中学,,上海市浦东复旦附中分校,1
2024,0,上海市南汇第五中学,,上海交通大学附属中学,1
2024,0,上海市南汇第五中学,,上海市建平中学,1
2024,0,上海市南汇第五中学,,上海市进才中学,1
2024,0,上海市南汇第五中学,,上海市洋泾中学,1
2024,0,上海市南汇第五中学,,上海市川沙中学,1
2024,0,上海市南汇第五中学,,上海 南汇中学,1
2024,0,上海市南汇第五中学,,上海市高桥中学,1
2024,0,上海市南汇第五中学,,上海中学东校,1
2024,0,上海市浦东新区进才中学南校,,上海市建平中学,1
2024,0,上海市浦东新区进才中学南校,,上海市进才中学,1
2024,0,上海市浦东新区进才中学南校,,上海市洋泾中学,2
2024,0,上海市浦东新区进才中学南校,,上海市川沙中学,2
2024,0,上海市浦东新区进才中学南校,,上海 南汇中学,1
2024,0,上海市浦东新区进才中学南校,,上海市高桥中学,1
2024,0,上海市浦东新区进才中学南校,,上海中学东校,1
2024,0,上海市浦东新区进才中学南校,,上海市浦东复旦附中分校,1
2024,0,上海市临港实验中学,,复旦大学附属中学,1
2024,0,上海市临港实验中学,,上海市建平中学,1
2024,0,上海市临港实验中学,,上海市进才中学,2
2024,0,上海市临港实验中学,,上海市洋泾中学,1
2024,0,上海市临港实验中学,,上海市川沙中学,1
2024,0,上海市临港实验中学,,上海 南汇中学,1
2024,0,上海市临港实验中学,,上海市高桥中学,2
2024,0,上海市临港实验中学,,上海中学东校,1
2024,0,上海市临港实验中学,,上海市浦东复旦附中分校,1
2024,0,上海市临港实验中学,,华东师范大学第二附属中学临港奉贤分校,6
2024,1,上海市浦东新区进才中学东校,,上海市建平中学,2
2024,1,上海市浦东新区进才中学东校,,上海市进才中学,2
2024,1,上海市浦东新区进才中学东校,,上海市洋泾中学,1
2024,1,上海市浦东新区进才中学东校,,上海市川沙中学,1
2024,1,上海市浦东新区进才中学东校,,上海 南汇中学,1
2024,1,上海市浦东新区进才中学东校,,上海市高桥中学,2
2024,1,上海市浦东新区进才中学东校,,上海中学东校,1
2024,1,上海市浦东新区进才中学东校,,上海市浦东复旦附中分校,1
2024,0,上海市浦东外国语学校东校,,华东师范大学第二附属中学,1
2024,0,上海市浦东外国语学校东校,,上海市建平中学,1
2024,0,上海市浦东外国语学校东校,,上海市进才中学,1
2024,0,上海市浦东外国语学校东校,,上海市洋泾中学,1
2024,0,上海市浦东外国语学校东校,,上海市川沙中学,1
2024,0,上海市浦东外国语学校东校,,上海 南汇中学,1
2024,0,上海市浦东外国语学校东校,,上海市高桥中学,1
2024,0,上海市浦东外国语学校东校,,上海中学东校,1
2024,0,上海市浦东外国语学校东校,,上海市浦东复旦附中分校,1
2024,0,上海市浦东模范实验中学,,上海市实验学校,1
2024,0,上海市浦东模范实验中学,,上海市建平中学,2
2024,0,上海市浦东模范实验中学,,上海市进才中学,1
2024,0,上海市浦东模范实验中学,,上海市洋泾中学,2
2024,0,上海市浦东模范实验中学,,上海市川沙中学,1
2024,0,上海市浦东模范实验中学,,上海 南汇中学,1
2024,0,上海市浦东模范实验中学,,上海市高桥中学,1
2024,0,上海市浦东模范实验中学,,上海中学东校,1
2024,0,上海市浦东新区三灶实验中学,,复旦大学附属中学,1
2024,0,上海市浦东新区三灶实验中学,,上海市建平中学,1
2024,0,上海市浦东新区三灶实验中学,,上海市进才中学,1
2024,0,上海市浦东新区三灶实验中学,,上海市洋泾中学,1
2024,0,上海市浦东新区三灶实验中学,,上海市川沙中学,1
2024,0,上海市浦东新区三灶实验中学,,上海 南汇中学,1
2024,0,上海市浦东新区三灶实验中学,,上海市高桥中学,1
2024,0,上海市浦东新区三灶实验中学,,上海中学东校,1
2024,0,上海市浦东新区三灶实验中学,,上海市浦东复旦附中分校,1
2024,0,上海市实验学校南校,,上海师范大学附属中学,1
2024,0,上海市实验学校南校,,上海市建平中学,3
2024,0,上海市实验学校南校,,上海市进才中学,3
2024,0,上海市实验学校南校,,上海市洋泾中学,2
2024,0,上海市实验学校南校,,上海市川沙中学,1
2024,0,上海市实验学校南校,,上海 南汇中学,2
2024,0,上海市实验学校南校,,上海市高桥中学,2
2024,0,上海市实验学校南校,,上海中学东校,1
2024,0,上海市实验学校南校,,上海市浦东复旦附中分校,1
2024,1,上海市浦东新区新场实验中学,,上海市建平中学,2
2024,1,上海市浦东新区新场实验中学,,上海市进才中学,1
2024,1,上海市浦东新区新场实验中学,,上海市洋泾中学,2
2024,1,上海市浦东新区新场实验中学,,上海市川沙中学,2
2024,1,上海市浦东新区新场实验中学,,上海 南汇中学,4
2024,1,上海市浦东新区新场实验中学,,上海市高桥中学,1
2024,1,上海市浦东新区新场实验中学,,上海中学东校,1
2024,1,上海市浦东新区新场实验中学,,上海市浦东复旦附中分校,1
2024,0,上海市浦东新区懿德中学,,华东师范大学第二附属中学,1
2024,0,上海市浦东新区懿德中学,,上海市建平中学,1
2024,0,上海市浦东新区懿德中学,,上海市进才中学,1
2024,0,上海市浦东新区懿德中学,,上海市洋泾中学,1
2024,0,上海市浦东新区懿德中学,,上海市川沙中学,1
2024,0,上海市浦东新区懿德中学,,上海 南汇中学,1
2024,0,上海市浦东新区懿德中学,,上海市高桥中学,1
2024,0,上海市浦东新区懿德中学,,上海中学东校,1
2024,0,上海市浦东新区懿德中学,,上海市浦东复旦附中分校,1
2024,0,上海市建平实验地杰中学,,华东师范大学第二附属中学,1
2024,0,上海市建平实验地杰中学,,上海市建平中学,5
2024,0,上海市建平实验地杰中学,,上海市进才中学,4
2024,0,上海市建平实验地杰中学,,上海市洋泾中学,5
2024,0,上海市建平实验地杰中学,,上海市川沙中学,4
2024,0,上海市建平实验地杰中学,,上海 南汇中学,6
2024,0,上海市建平实验地杰中学,,上海市高桥中学,3
2024,0,上海市建平实验地杰中学,,上海中学东校,2
2024,0,上海市建平实验地杰中学,,上海市浦东复旦附中分校,1
2024,0,上海市建平实验张江中学,,上海市建平中学,1
2024,0,上海市建平实验张江中学,,上海市进才中学,1
2024,0,上海市建平实验张江中学,,上海市洋泾中学,1
2024,0,上海市建平实验张江中学,,上海市川沙中学,2
2024,0,上海市建平实验张江中学,,上海 南汇中学,1
2024,0,上海市建平实验张江中学,,上海市高桥中学,1
2024,0,上海市建平实验张江中学,,上海中学东校,1
2024,0,上海市建平实验张江中学,,上海市浦东复旦附中分校,1
2024,0,上海市历城中学,,上海市建平中学,1
2024,0,上海市历城中学,,上海市进才中学,1
2024,0,上海市历城中学,,上海市洋泾中学,1
2024,0,上海市历城中学,,上海市川沙中学,1
2024,0,上海市历城中学,,上海 南汇中学,1
2024,0,上海市历城中学,,上海市高桥中学,1
2024,0,上海市历城中学,,上海中学东校,1
2024,0,上海市历城中学,,上海市浦东复旦附中分校,1
2024,0,上海市竹园中学,,华东师范大学第二附属中学,1
2024,0,上海市竹园中学,,上海市建平中学,2
2024,0,上海市竹园中学,,上海市进才中学,1
2024,0,上海市竹园中学,,上海市洋泾中学,2
2024,0,上海市竹园中学,,上海市川沙中学,1
2024,0,上海市竹园中学,,上海 南汇中学,2
2024,0,上海市竹园中学,,上海市高桥中学,1
2024,0,上海市竹园中学,,上海中学东校,1
2024,0,上海市竹园中学,,上海市浦东复旦附中分校,1
2024,0,上海市泾南中学,,上海师范大学附属中学,1
2024,0,上海市泾南中学,,上海市建平中学,1
2024,0,上海市泾南中学,,上海市进才中学,1
2024,0,上海市泾南中学,,上海市洋泾中学,1
2024,0,上海市泾南中学,,上海市川沙中学,1
2024,0,上海市泾南中学,,上海 南汇中学,1
2024,0,上海市泾南中学,,上海市高桥中学,1
2024,0,上海市泾南中学,,上海中学东校,1
2024,0,上海市香山中学,,上海交通大学附属中学,1
2024,0,上海市香山中学,,上海市建平中学,1
2024,0,上海市香山中学,,上海市进才中学,1
2024,0,上海市香山中学,,上海市洋泾中学,1
2024,0,上海市香山中学,,上海市川沙中学,1
2024,0,上海市香山中学,,上海 南汇中学,1
2024,0,上海市香山中学,,上海市高桥中学,1
2024,0,上海市香山中学,,上海中学东校,1
2024,0,上海市香山中学,,上海市浦东复旦附中分校,1
2024,0,上海市沪新中学,,上海市建平中学,1
2024,0,上海市沪新中学,,上海市进才中学,1
2024,0,上海市沪新中学,,上海市洋泾中学,1
2024,0,上海市沪新中学,,上海市川沙中学,1
2024,0,上海市沪新中学,,上海 南汇中学,1
2024,0,上海市沪新中学,,上海市高桥中学,1
2024,0,上海市沪新中学,,上海中学东校,1
2024,0,上海市沪新中学,,上海市浦东复旦附中分校,1
2024,0,上海市育民中学,,上海交通大学附属中学,1
2024,0,上海市育民中学,,上海市建平中学,1
2024,0,上海市育民中学,,上海市进才中学,2
2024,0,上海市育民中学,,上海市洋泾中学,1
2024,0,上海市育民中学,,上海市川沙中学,1
2024,0,上海市育民中学,,上海 南汇中学,3
2024,0,上海市育民中学,,上海市高桥中学,2
2024,0,上海市育民中学,,上海中学东校,2
2024,0,上海市育民中学,,上海市浦东复旦附中分校,1
2024,0,上海市高行中学,,上海市实验学校,1
2024,0,上海市高行中学,,上海市建平中学,2
2024,0,上海市高行中学,,上海市进才中学,2
2024,0,上海市高行中学,,上海市洋泾中学,2
2024,0,上海市高行中学,,上海市川沙中学,1
2024,0,上海市高行中学,,上海 南汇中学,3
2024,0,上海市高行中学,,上海市高桥中学,1
2024,0,上海市高行中学,,上海中学东校,1
2024,0,上海第二工业大学附属龚路中学,,上海师范大学附属中学,1
2024,0,上海第二工业大学附属龚路中学,,上海市建平中学,1
2024,0,上海第二工业大学附属龚路中学,,上海市进才中学,2
2024,0,上海第二工业大学附属龚路中学,,上海市洋泾中学,1
2024,0,上海第二工业大学附属龚路中学,,上海市川沙中学,1
2024,0,上海第二工业大学附属龚路中学,,上海 南汇中学,1
2024,0,上海第二工业大学附属龚路中学,,上海市高桥中学,2
2024,0,上海第二工业大学附属龚路中学,,上海中学东校,2
2024,0,上海第二工业大学附属龚路中学,,上海市浦东复旦附中分校,1
