年份,区域,初中学校,高中学校,录取分数线
2024,浦东新区,上海市临港第一中学,,739
2024,浦东新区,上海市临港第一中学,,717
2024,浦东新区,上海市临港第一中学,,722
2024,浦东新区,上海市临港第一中学,,706.5
2024,浦东新区,上海市临港第一中学,,706
2024,浦东新区,上海市临港第一中学,,719.5
2024,浦东新区,上海民办光华中学,,750.5
2024,浦东新区,上海民办光华中学,,702.5
2024,浦东新区,上海民办光华中学,,723.5
2024,浦东新区,上海民办光华中学,,734.5
2024,浦东新区,上海民办光华中学,,703
2024,浦东新区,上海民办光华中学,,722.5
2024,浦东新区,上海民办光华中学,,718.5
2024,浦东新区,上海民办光华中学,,701.5
2024,浦东新区,上海民办光华中学,,702
2024,浦东新区,上海市南汇第五中学,,753.5
2024,浦东新区,上海市南汇第五中学,,731
2024,浦东新区,上海市南汇第五中学,,744.5
2024,浦东新区,上海市南汇第五中学,,739
2024,浦东新区,上海市南汇第五中学,,722
2024,浦东新区,上海市南汇第五中学,,735
2024,浦东新区,上海市南汇第五中学,,723.5
2024,浦东新区,上海市南汇第五中学,,722.5
2024,浦东新区,上海市浦东新区进才中学南校,,740
2024,浦东新区,上海市浦东新区进才中学南校,,749
2024,浦东新区,上海市浦东新区进才中学南校,,740.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市浦东新区进才中学南校,,717
2024,浦东新区,上海市浦东新区进才中学南校,,750.5
2024,浦东新区,上海市浦东新区进才中学南校,,715.5
2024,浦东新区,上海市浦东新区进才中学南校,,705.5
2024,浦东新区,上海市浦东新区进才中学南校,,723
2024,浦东新区,上海市临港实验中学,,730
2024,浦东新区,上海市临港实验中学,,737
2024,浦东新区,上海市临港实验中学,,732.5
2024,浦东新区,上海市临港实验中学,,729.5
2024,浦东新区,上海市临港实验中学,,714
2024,浦东新区,上海市临港实验中学,,736
2024,浦东新区,上海市临港实验中学,,717
2024,浦东新区,上海市临港实验中学,,709.5
2024,浦东新区,上海市临港实验中学,,723
2024,浦东新区,上海市临港实验中学,,720.5
2024,浦东新区,上海市浦东新区进才中学东校,,722
2024,浦东新区,上海市浦东新区进才中学东校,,725.5
2024,浦东新区,上海市浦东新区进才中学东校,,737
2024,浦东新区,上海市浦东新区进才中学东校,,707
2024,浦东新区,上海市浦东新区进才中学东校,,749
2024,浦东新区,上海市浦东新区进才中学东校,,718
2024,浦东新区,上海市浦东新区进才中学东校,,719.5
2024,浦东新区,上海市浦东新区进才中学东校,,720
2024,浦东新区,上海市浦东外国语学校东校,,739
2024,浦东新区,上海市浦东外国语学校东校,,725.5
2024,浦东新区,上海市浦东外国语学校东校,,738
2024,浦东新区,上海市浦东外国语学校东校,,742
2024,浦东新区,上海市浦东外国语学校东校,,724
2024,浦东新区,上海市浦东外国语学校东校,,741.5
2024,浦东新区,上海市浦东外国语学校东校,,730.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市浦东外国语学校东校,,711.5
2024,浦东新区,上海市浦东外国语学校东校,,715
2024,浦东新区,上海市浦东模范实验中学,,724
2024,浦东新区,上海市浦东模范实验中学,,751
2024,浦东新区,上海市浦东模范实验中学,,743
2024,浦东新区,上海市浦东模范实验中学,,715.5
2024,浦东新区,上海市浦东模范实验中学,,720.5
2024,浦东新区,上海市浦东模范实验中学,,721
2024,浦东新区,上海市浦东模范实验中学,,723
2024,浦东新区,上海市浦东模范实验中学,,736.5
2024,浦东新区,上海市浦东新区三灶实验中学,,747
2024,浦东新区,上海市浦东新区三灶实验中学,,719.5
2024,浦东新区,上海市浦东新区三灶实验中学,,731.5
2024,浦东新区,上海市浦东新区三灶实验中学,,727.5
2024,浦东新区,上海市浦东新区三灶实验中学,,709.5
2024,浦东新区,上海市浦东新区三灶实验中学,,746
2024,浦东新区,上海市浦东新区三灶实验中学,,703
2024,浦东新区,上海市浦东新区三灶实验中学,,709
2024,浦东新区,上海市浦东新区三灶实验中学,,718.5
2024,浦东新区,上海市实验学校南校,,729
2024,浦东新区,上海市实验学校南校,,745.5
2024,浦东新区,上海市实验学校南校,,729
2024,浦东新区,上海市实验学校南校,,712.5
2024,浦东新区,上海市实验学校南校,,747
2024,浦东新区,上海市实验学校南校,,729.5
2024,浦东新区,上海市实验学校南校,,725.5
2024,浦东新区,上海市实验学校南校,,709.5
2024,浦东新区,上海市实验学校南校,,719
2024,浦东新区,上海市浦东新区新场实验中学,,751
2024,浦东新区,上海市浦东新区新场实验中学,,733
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市浦东新区新场实验中学,,738.5
2024,浦东新区,上海市浦东新区新场实验中学,,733.5
2024,浦东新区,上海市浦东新区新场实验中学,,708.5
2024,浦东新区,上海市浦东新区新场实验中学,,718
2024,浦东新区,上海市浦东新区新场实验中学,,718.5
2024,浦东新区,上海市浦东新区新场实验中学,,722.5
2024,浦东新区,上海市浦东新区新场实验中学,,709.5
2024,浦东新区,上海市浦东新区懿德中学,,718.5
2024,浦东新区,上海市浦东新区懿德中学,,721
2024,浦东新区,上海市浦东新区懿德中学,,726.5
2024,浦东新区,上海市浦东新区懿德中学,,736
2024,浦东新区,上海市浦东新区懿德中学,,702
2024,浦东新区,上海市浦东新区懿德中学,,721
2024,浦东新区,上海市浦东新区懿德中学,,716.5
2024,浦东新区,上海市浦东新区懿德中学,,682.5
2024,浦东新区,上海市浦东新区懿德中学,,720
2024,浦东新区,上海市建平实验地杰中学,,730.5
2024,浦东新区,上海市建平实验地杰中学,,754.5
2024,浦东新区,上海市建平实验地杰中学,,746.5
2024,浦东新区,上海市建平实验地杰中学,,758
2024,浦东新区,上海市建平实验地杰中学,,709.5
2024,浦东新区,上海市建平实验地杰中学,,755.5
2024,浦东新区,上海市建平实验地杰中学,,724.5
2024,浦东新区,上海市建平实验地杰中学,,710.5
2024,浦东新区,上海市建平实验地杰中学,,715.5
2024,浦东新区,上海市建平实验张江中学,,734.5
2024,浦东新区,上海市建平实验张江中学,,753
2024,浦东新区,上海市建平实验张江中学,,747.5
2024,浦东新区,上海市建平实验张江中学,,703
2024,浦东新区,上海市建平实验张江中学,,756
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市建平实验张江中学,,726
2024,浦东新区,上海市建平实验张江中学,,717.5
2024,浦东新区,上海市建平实验张江中学,,720.5
2024,浦东新区,上海市历城中学,,695
2024,浦东新区,上海市历城中学,,696.5
2024,浦东新区,上海市历城中学,,732.5
2024,浦东新区,上海市历城中学,,681
2024,浦东新区,上海市历城中学,,718.5
2024,浦东新区,上海市历城中学,,696.5
2024,浦东新区,上海市历城中学,,674.5
2024,浦东新区,上海市历城中学,,691.5
2024,浦东新区,上海市竹园中学,,718.5
2024,浦东新区,上海市竹园中学,,718
2024,浦东新区,上海市竹园中学,,717
2024,浦东新区,上海市竹园中学,,742
2024,浦东新区,上海市竹园中学,,700
2024,浦东新区,上海市竹园中学,,721
2024,浦东新区,上海市竹园中学,,718
2024,浦东新区,上海市竹园中学,,713
2024,浦东新区,上海市竹园中学,,687.5
2024,浦东新区,上海市泾南中学,,730
2024,浦东新区,上海市泾南中学,,747
2024,浦东新区,上海市泾南中学,,748
2024,浦东新区,上海市泾南中学,,711.5
2024,浦东新区,上海市泾南中学,,722
2024,浦东新区,上海市泾南中学,,690
2024,浦东新区,上海市泾南中学,,706
2024,浦东新区,上海市泾南中学,,695.5
2024,浦东新区,上海市香山中学,,743
2024,浦东新区,上海市香山中学,,716.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市香山中学,,727.5
2024,浦东新区,上海市香山中学,,739.5
2024,浦东新区,上海市香山中学,,679.5
2024,浦东新区,上海市香山中学,,727.5
2024,浦东新区,上海市香山中学,,696
2024,浦东新区,上海市香山中学,,694.5
2024,浦东新区,上海市沪新中学,,698.5
2024,浦东新区,上海市沪新中学,,709
2024,浦东新区,上海市沪新中学,,712.5
2024,浦东新区,上海市沪新中学,,702.5
2024,浦东新区,上海市沪新中学,,694.5
2024,浦东新区,上海市沪新中学,,702.5
2024,浦东新区,上海市沪新中学,,699
2024,浦东新区,上海市沪新中学,,703
2024,浦东新区,上海市育民中学,,750
2024,浦东新区,上海市育民中学,,711.5
2024,浦东新区,上海市育民中学,,740.5
2024,浦东新区,上海市育民中学,,729
2024,浦东新区,上海市育民中学,,702
2024,浦东新区,上海市育民中学,,725.5
2024,浦东新区,上海市育民中学,,707.5
2024,浦东新区,上海市育民中学,,713.5
2024,浦东新区,上海市育民中学,,706.5
2024,浦东新区,上海市高行中学,,736.5
2024,浦东新区,上海市高行中学,,722
2024,浦东新区,上海市高行中学,,740.5
2024,浦东新区,上海市高行中学,,707
2024,浦东新区,上海市高行中学,,724.5
2024,浦东新区,上海市高行中学,,715
2024,浦东新区,上海市高行中学,,733.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市高行中学,,685.5
2024,浦东新区,上海第二工业大学附属龚路中学,,718
2024,浦东新区,上海第二工业大学附属龚路中学,,743.5
2024,浦东新区,上海第二工业大学附属龚路中学,,737.5
2024,浦东新区,上海第二工业大学附属龚路中学,,692.5
2024,浦东新区,上海第二工业大学附属龚路中学,,738.5
2024,浦东新区,上海第二工业大学附属龚路中学,,728.5
2024,浦东新区,上海第二工业大学附属龚路中学,,698
2024,浦东新区,上海第二工业大学附属龚路中学,,698
2024,浦东新区,上海第二工业大学附属龚路中学,,703.5
2024,浦东新区,上海市五三中学,,735
2024,浦东新区,上海市五三中学,,747
2024,浦东新区,上海市五三中学,,739.5
2024,浦东新区,上海市五三中学,,710
2024,浦东新区,上海市五三中学,,755
2024,浦东新区,上海市五三中学,,734
2024,浦东新区,上海市五三中学,,710.5
2024,浦东新区,上海市五三中学,,710
2024,浦东新区,上海市五三中学,,729.5
2024,浦东新区,上海市侨光中学,,727
2024,浦东新区,上海市侨光中学,,736.5
2024,浦东新区,上海市侨光中学,,733
2024,浦东新区,上海市侨光中学,,717
2024,浦东新区,上海市侨光中学,,740
2024,浦东新区,上海市侨光中学,,731
2024,浦东新区,上海市侨光中学,,720.5
2024,浦东新区,上海市侨光中学,,716.5
2024,浦东新区,上海市侨光中学,,726
2024,浦东新区,上海市江镇中学,,714
2024,浦东新区,上海市江镇中学,,731
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市江镇中学,,733
2024,浦东新区,上海市江镇中学,,706
2024,浦东新区,上海市江镇中学,,727.5
2024,浦东新区,上海市江镇中学,,728.5
2024,浦东新区,上海市江镇中学,,709.5
2024,浦东新区,上海市江镇中学,,706
2024,浦东新区,上海市合庆中学,,695
2024,浦东新区,上海市合庆中学,,738
2024,浦东新区,上海市合庆中学,,715
2024,浦东新区,上海市合庆中学,,735
2024,浦东新区,上海市合庆中学,,684
2024,浦东新区,上海市合庆中学,,712
2024,浦东新区,上海市合庆中学,,691
2024,浦东新区,上海市合庆中学,,694.5
2024,浦东新区,上海市合庆中学,,715
2024,浦东新区,华东师范大学张江实验中学,,749
2024,浦东新区,华东师范大学张江实验中学,,726
2024,浦东新区,华东师范大学张江实验中学,,730.5
2024,浦东新区,华东师范大学张江实验中学,,732.5
2024,浦东新区,华东师范大学张江实验中学,,727.5
2024,浦东新区,华东师范大学张江实验中学,,733
2024,浦东新区,华东师范大学张江实验中学,,727
2024,浦东新区,华东师范大学张江实验中学,,710
2024,浦东新区,华东师范大学张江实验中学,,717.5
2024,浦东新区,上海市三林中学东校,,725.5
2024,浦东新区,上海市三林中学东校,,728
2024,浦东新区,上海市三林中学东校,,730.5
2024,浦东新区,上海市三林中学东校,,742.5
2024,浦东新区,上海市三林中学东校,,702.5
2024,浦东新区,上海市三林中学东校,,714
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市三林中学东校,,718
2024,浦东新区,上海市三林中学东校,,717.5
2024,浦东新区,上海市三林中学东校,,724
2024,浦东新区,上海浦东新区民办正达外国语学校,,742.5
2024,浦东新区,上海浦东新区民办正达外国语学校,,753
2024,浦东新区,上海浦东新区民办正达外国语学校,,741.5
2024,浦东新区,上海浦东新区民办正达外国语学校,,754
2024,浦东新区,上海浦东新区民办正达外国语学校,,707
2024,浦东新区,上海浦东新区民办正达外国语学校,,753
2024,浦东新区,上海浦东新区民办正达外国语学校,,726
2024,浦东新区,上海浦东新区民办正达外国语学校,,709
2024,浦东新区,上海浦东新区民办正达外国语学校,,719.5
2024,浦东新区,上海市高东中学,,670.5
2024,浦东新区,上海市高东中学,,712
2024,浦东新区,上海市高东中学,,697
2024,浦东新区,上海市高东中学,,691
2024,浦东新区,上海市高东中学,,712.5
2024,浦东新区,上海市高东中学,,674
2024,浦东新区,上海市高东中学,,677.5
2024,浦东新区,上海市高东中学,,669.5
2024,浦东新区,上海市高东中学,,689
2024,浦东新区,上海市南汇第一中学,,732
2024,浦东新区,上海市南汇第一中学,,724.5
2024,浦东新区,上海市南汇第一中学,,734
2024,浦东新区,上海市南汇第一中学,,718.5
2024,浦东新区,上海市南汇第一中学,,753
2024,浦东新区,上海市南汇第一中学,,698
2024,浦东新区,上海市南汇第一中学,,713.5
2024,浦东新区,上海市南汇第一中学,,705
2024,浦东新区,上海市南汇第一中学,,717.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市老港中学,,734.5
2024,浦东新区,上海市老港中学,,687.5
2024,浦东新区,上海市老港中学,,727.5
2024,浦东新区,上海市老港中学,,709.5
2024,浦东新区,上海市老港中学,,705
2024,浦东新区,上海市老港中学,,715.5
2024,浦东新区,上海市老港中学,,677.5
2024,浦东新区,上海市老港中学,,686.5
2024,浦东新区,上海市老港中学,,695.5
2024,浦东新区,上海市泥城中学,,720.5
2024,浦东新区,上海市泥城中学,,698.5
2024,浦东新区,上海市泥城中学,,702
2024,浦东新区,上海市泥城中学,,718.5
2024,浦东新区,上海市泥城中学,,680
2024,浦东新区,上海市泥城中学,,697.5
2024,浦东新区,上海市泥城中学,,682.5
2024,浦东新区,上海市泥城中学,,665.5
2024,浦东新区,上海市泥城中学,,671.5
2024,浦东新区,上海市泥城中学,,683
2024,浦东新区,上海市吴迅中学,,749.5
2024,浦东新区,上海市吴迅中学,,704.5
2024,浦东新区,上海市吴迅中学,,738
2024,浦东新区,上海市吴迅中学,,733.5
2024,浦东新区,上海市吴迅中学,,710
2024,浦东新区,上海市吴迅中学,,747
2024,浦东新区,上海市吴迅中学,,727
2024,浦东新区,上海市吴迅中学,,711.5
2024,浦东新区,上海市吴迅中学,,717
2024,浦东新区,上海市长岛中学,,740
2024,浦东新区,上海市长岛中学,,713.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市长岛中学,,736
2024,浦东新区,上海市长岛中学,,732
2024,浦东新区,上海市长岛中学,,704
2024,浦东新区,上海市长岛中学,,742.5
2024,浦东新区,上海市长岛中学,,724
2024,浦东新区,上海市长岛中学,,713
2024,浦东新区,上海市长岛中学,,713
2024,浦东新区,上海立信会计金融学院附属学校,,734.5
2024,浦东新区,上海立信会计金融学院附属学校,,742
2024,浦东新区,上海立信会计金融学院附属学校,,739
2024,浦东新区,上海立信会计金融学院附属学校,,708
2024,浦东新区,上海立信会计金融学院附属学校,,724
2024,浦东新区,上海立信会计金融学院附属学校,,711.5
2024,浦东新区,上海立信会计金融学院附属学校,,709.5
2024,浦东新区,上海市绿川学校,,704.5
2024,浦东新区,上海市绿川学校,,746.5
2024,浦东新区,上海市绿川学校,,720
2024,浦东新区,上海市绿川学校,,687.5
2024,浦东新区,上海市绿川学校,,724
2024,浦东新区,上海市绿川学校,,696.5
2024,浦东新区,上海市绿川学校,,689.5
2024,浦东新区,上海市绿川学校,,695
2024,浦东新区,上海市洋泾菊园实验学校,,732.5
2024,浦东新区,上海市洋泾菊园实验学校,,739.5
2024,浦东新区,上海市洋泾菊园实验学校,,736.5
2024,浦东新区,上海市洋泾菊园实验学校,,756.5
2024,浦东新区,上海市洋泾菊园实验学校,,703
2024,浦东新区,上海市洋泾菊园实验学校,,746
2024,浦东新区,上海市洋泾菊园实验学校,,726
2024,浦东新区,上海市洋泾菊园实验学校,,712
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市洋泾菊园实验学校,,711.5
2024,浦东新区,上海市民办平和学校,,748.5
2024,浦东新区,上海市民办平和学校,,715.5
2024,浦东新区,上海市民办平和学校,,732
2024,浦东新区,上海市民办平和学校,,716
2024,浦东新区,上海市民办平和学校,,699
2024,浦东新区,上海市民办平和学校,,718.5
2024,浦东新区,上海市民办平和学校,,715.5
2024,浦东新区,上海市民办平和学校,,690
2024,浦东新区,上海市民办平和学校,,705.5
2024,浦东新区,上海市川沙中学南校,,756
2024,浦东新区,上海市川沙中学南校,,737.5
2024,浦东新区,上海市川沙中学南校,,751
2024,浦东新区,上海市川沙中学南校,,743.5
2024,浦东新区,上海市川沙中学南校,,715
2024,浦东新区,上海市川沙中学南校,,751.5
2024,浦东新区,上海市川沙中学南校,,724
2024,浦东新区,上海市川沙中学南校,,717
2024,浦东新区,上海市川沙中学南校,,724
2024,浦东新区,上海市建平实验中学,,732
2024,浦东新区,上海市建平实验中学,,750.5
2024,浦东新区,上海市建平实验中学,,740.5
2024,浦东新区,上海市建平实验中学,,755
2024,浦东新区,上海市建平实验中学,,708.5
2024,浦东新区,上海市建平实验中学,,754.5
2024,浦东新区,上海市建平实验中学,,724.5
2024,浦东新区,上海市建平实验中学,,713.5
2024,浦东新区,上海市建平实验中学,,720.5
2024,浦东新区,上海市民办金苹果学校,,722.5
2024,浦东新区,上海市民办金苹果学校,,721
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市民办金苹果学校,,731
2024,浦东新区,上海市民办金苹果学校,,718
2024,浦东新区,上海市民办金苹果学校,,747
2024,浦东新区,上海市民办金苹果学校,,720.5
2024,浦东新区,上海市民办金苹果学校,,710
2024,浦东新区,上海市民办金苹果学校,,717.5
2024,浦东新区,上海民办启能东方外国语学校,,739.5
2024,浦东新区,上海民办启能东方外国语学校,,738.5
2024,浦东新区,上海民办启能东方外国语学校,,745
2024,浦东新区,上海民办启能东方外国语学校,,708
2024,浦东新区,上海民办启能东方外国语学校,,752.5
2024,浦东新区,上海民办启能东方外国语学校,,726.5
2024,浦东新区,上海民办启能东方外国语学校,,714.5
2024,浦东新区,上海民办启能东方外国语学校,,718.5
2024,浦东新区,上海市民办中芯学校,,724.5
2024,浦东新区,上海市民办中芯学校,,742
2024,浦东新区,上海市民办中芯学校,,730.5
2024,浦东新区,上海市民办中芯学校,,742.5
2024,浦东新区,上海市民办中芯学校,,716.5
2024,浦东新区,上海市民办中芯学校,,739
2024,浦东新区,上海市民办中芯学校,,725.5
2024,浦东新区,上海市民办中芯学校,,700.5
2024,浦东新区,上海市民办中芯学校,,717.5
2024,浦东新区,上海市进才实验中学,,734.5
2024,浦东新区,上海市进才实验中学,,751.5
2024,浦东新区,上海市进才实验中学,,747
2024,浦东新区,上海市进才实验中学,,708.5
2024,浦东新区,上海市进才实验中学,,754.5
2024,浦东新区,上海市进才实验中学,,738.5
2024,浦东新区,上海市进才实验中学,,730.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市进才实验中学,,713
2024,浦东新区,上海市进才实验中学,,720
2024,浦东新区,上海市实验学校东校,,735.5
2024,浦东新区,上海市实验学校东校,,753
2024,浦东新区,上海市实验学校东校,,740.5
2024,浦东新区,上海市实验学校东校,,707.5
2024,浦东新区,上海市实验学校东校,,751
2024,浦东新区,上海市实验学校东校,,739
2024,浦东新区,上海市实验学校东校,,725
2024,浦东新区,上海市实验学校东校,,709.5
2024,浦东新区,上海市实验学校东校,,711.5
2024,浦东新区,上海市张江集团中学,,727.5
2024,浦东新区,上海市张江集团中学,,749
2024,浦东新区,上海市张江集团中学,,739.5
2024,浦东新区,上海市张江集团中学,,691.5
2024,浦东新区,上海市张江集团中学,,747
2024,浦东新区,上海市张江集团中学,,725
2024,浦东新区,上海市张江集团中学,,712.5
2024,浦东新区,上海市张江集团中学,,718
2024,浦东新区,上海浦东新区民办协和双语学校,,702.5
2024,浦东新区,上海浦东新区民办协和双语学校,,734
2024,浦东新区,上海浦东新区民办协和双语学校,,670
2024,浦东新区,上海浦东新区民办协和双语学校,,727.5
2024,浦东新区,上海浦东新区民办协和双语学校,,699
2024,浦东新区,上海浦东新区民办协和双语学校,,689
2024,浦东新区,上海浦东新区民办协和双语学校,,705
2024,浦东新区,上海浦东新区民办协和双语学校,,737.5
2024,浦东新区,上海市浦东新区建平南汇实验学校,,723.5
2024,浦东新区,上海市浦东新区建平南汇实验学校,,736.5
2024,浦东新区,上海市浦东新区建平南汇实验学校,,737.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市浦东新区建平南汇实验学校,,747.5
2024,浦东新区,上海市浦东新区建平南汇实验学校,,720.5
2024,浦东新区,上海市浦东新区建平南汇实验学校,,743.5
2024,浦东新区,上海市浦东新区建平南汇实验学校,,716
2024,浦东新区,上海市浦东新区建平南汇实验学校,,705.5
2024,浦东新区,上海市浦东新区建平南汇实验学校,,721
2024,浦东新区,上海市三灶学校,,697
2024,浦东新区,上海市三灶学校,,705.5
2024,浦东新区,上海市三灶学校,,692
2024,浦东新区,上海市三灶学校,,707
2024,浦东新区,上海市三灶学校,,670.5
2024,浦东新区,上海市三灶学校,,693.5
2024,浦东新区,上海市三灶学校,,697
2024,浦东新区,上海市三灶学校,,683
2024,浦东新区,上海市黄路学校,,729.5
2024,浦东新区,上海市黄路学校,,735
2024,浦东新区,上海市黄路学校,,732
2024,浦东新区,上海市黄路学校,,706.5
2024,浦东新区,上海市黄路学校,,741
2024,浦东新区,上海市黄路学校,,724
2024,浦东新区,上海市黄路学校,,701.5
2024,浦东新区,上海市黄路学校,,716
2024,浦东新区,上海市浦东新区彭镇中学,,696
2024,浦东新区,上海市浦东新区彭镇中学,,735
2024,浦东新区,上海市浦东新区彭镇中学,,697.5
2024,浦东新区,上海市浦东新区彭镇中学,,737
2024,浦东新区,上海市浦东新区彭镇中学,,714.5
2024,浦东新区,上海市浦东新区彭镇中学,,677.5
2024,浦东新区,上海市浦东新区彭镇中学,,681.5
2024,浦东新区,上海市浦东新区彭镇中学,,673.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市浦东新区彭镇中学,,697.5
2024,浦东新区,上海市秋萍学校,,716
2024,浦东新区,上海市秋萍学校,,739.5
2024,浦东新区,上海市秋萍学校,,725.5
2024,浦东新区,上海市秋萍学校,,720
2024,浦东新区,上海市秋萍学校,,734
2024,浦东新区,上海市秋萍学校,,724
2024,浦东新区,上海市秋萍学校,,729
2024,浦东新区,上海市秋萍学校,,702
2024,浦东新区,上海市秋萍学校,,718.5
2024,浦东新区,上海市秋萍学校,,699.5
2024,浦东新区,上海市三墩学校,,719
2024,浦东新区,上海市三墩学校,,679.5
2024,浦东新区,上海市三墩学校,,701.5
2024,浦东新区,上海市三墩学校,,685.5
2024,浦东新区,上海市三墩学校,,718
2024,浦东新区,上海市万祥学校,,723.5
2024,浦东新区,上海市万祥学校,,693
2024,浦东新区,上海市万祥学校,,706.5
2024,浦东新区,上海市万祥学校,,729
2024,浦东新区,上海市万祥学校,,677.5
2024,浦东新区,上海市万祥学校,,702.5
2024,浦东新区,上海市万祥学校,,667.5
2024,浦东新区,上海市万祥学校,,665.5
2024,浦东新区,上海市万祥学校,,710.5
2024,浦东新区,上海市万祥学校,,686
2024,浦东新区,上海市宣桥学校,,687.5
2024,浦东新区,上海市宣桥学校,,729
2024,浦东新区,上海市宣桥学校,,718
2024,浦东新区,上海市宣桥学校,,727
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市宣桥学校,,681.5
2024,浦东新区,上海市宣桥学校,,702.5
2024,浦东新区,上海市宣桥学校,,691.5
2024,浦东新区,上海市宣桥学校,,687
2024,浦东新区,上海市宣桥学校,,692.5
2024,浦东新区,上海市航头学校,,731
2024,浦东新区,上海市航头学校,,740.5
2024,浦东新区,上海市航头学校,,726.5
2024,浦东新区,上海市航头学校,,687
2024,浦东新区,上海市航头学校,,719.5
2024,浦东新区,上海市航头学校,,737
2024,浦东新区,上海市航头学校,,726.5
2024,浦东新区,上海市航头学校,,712
2024,浦东新区,上海市航头学校,,721
2024,浦东新区,上海市周浦育才学校,,700.5
2024,浦东新区,上海市周浦育才学校,,709.5
2024,浦东新区,上海市周浦育才学校,,703
2024,浦东新区,上海市周浦育才学校,,699.5
2024,浦东新区,上海市周浦育才学校,,706
2024,浦东新区,上海市周浦育才学校,,703
2024,浦东新区,上海市周浦育才学校,,693.5
2024,浦东新区,上海市周浦育才学校,,707.5
2024,浦东新区,上海市实验学校附属光明学校,,724
2024,浦东新区,上海市实验学校附属光明学校,,742
2024,浦东新区,上海市实验学校附属光明学校,,728
2024,浦东新区,上海市实验学校附属光明学校,,715
2024,浦东新区,上海市实验学校附属光明学校,,729
2024,浦东新区,上海市实验学校附属光明学校,,722.5
2024,浦东新区,上海市实验学校附属光明学校,,710
2024,浦东新区,上海市实验学校附属光明学校,,713.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市东海学校,,694.5
2024,浦东新区,上海市东海学校,,737
2024,浦东新区,上海市东海学校,,711
2024,浦东新区,上海市东海学校,,699
2024,浦东新区,上海市东海学校,,665.5
2024,浦东新区,上海市东海学校,,683
2024,浦东新区,上海市康城学校,,749
2024,浦东新区,上海市康城学校,,712.5
2024,浦东新区,上海市康城学校,,737
2024,浦东新区,上海市康城学校,,728
2024,浦东新区,上海市康城学校,,717.5
2024,浦东新区,上海市康城学校,,725.5
2024,浦东新区,上海市康城学校,,721
2024,浦东新区,上海市康城学校,,713
2024,浦东新区,上海市康城学校,,717.5
2024,浦东新区,上海市下沙学校,,718
2024,浦东新区,上海市下沙学校,,735
2024,浦东新区,上海市下沙学校,,725.5
2024,浦东新区,上海市下沙学校,,749.5
2024,浦东新区,上海市下沙学校,,699
2024,浦东新区,上海市下沙学校,,732
2024,浦东新区,上海市下沙学校,,693
2024,浦东新区,上海市下沙学校,,696.5
2024,浦东新区,上海市下沙学校,,700
2024,浦东新区,上海市民办尚德实验学校,,735.5
2024,浦东新区,上海市民办尚德实验学校,,748
2024,浦东新区,上海市民办尚德实验学校,,742
2024,浦东新区,上海市民办尚德实验学校,,713
2024,浦东新区,上海市民办尚德实验学校,,756.5
2024,浦东新区,上海市民办尚德实验学校,,727.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市民办尚德实验学校,,708.5
2024,浦东新区,上海市民办尚德实验学校,,722.5
2024,浦东新区,上海浦东新区民办远翔实验学校,,749.5
2024,浦东新区,上海浦东新区民办远翔实验学校,,725
2024,浦东新区,上海浦东新区民办远翔实验学校,,742
2024,浦东新区,上海浦东新区民办远翔实验学校,,741.5
2024,浦东新区,上海浦东新区民办远翔实验学校,,715
2024,浦东新区,上海浦东新区民办远翔实验学校,,748
2024,浦东新区,上海浦东新区民办远翔实验学校,,728.5
2024,浦东新区,上海浦东新区民办远翔实验学校,,722.5
2024,浦东新区,上海浦东新区民办远翔实验学校,,721.5
