school_id,school_name,school_district_id,school_district_name,target_district_id,target_district_name,cutoff_score_2024
280,上海宋庆龄学校,15,青浦区,4,长宁区,644.50
280,上海宋庆龄学校,15,青浦区,5,静安区,673.00
280,上海宋庆龄学校,15,青浦区,6,普陀区,654.00
280,上海宋庆龄学校,15,青浦区,8,杨浦区,657.00
280,上海宋庆龄学校,15,青浦区,9,闵行区,608.50
280,上海宋庆龄学校,15,青浦区,12,浦东新区,681.00
280,上海宋庆龄学校,15,青浦区,14,松江区,664.50
288,上海奉贤区博华高级中学,16,奉贤区,9,闵行区,581.00
295,上海民办民一中学,17,崇明区,2,黄浦区,542.00
295,上海民办民一中学,17,崇明区,3,徐汇区,567.00
295,上海民办民一中学,17,崇明区,4,长宁区,495.50
295,上海民办民一中学,17,崇明区,5,静安区,518.50
295,上海民办民一中学,17,崇明区,6,普陀区,495.50
295,上海民办民一中学,17,崇明区,8,杨浦区,478.00
295,上海民办民一中学,17,崇明区,9,闵行区,563.00
295,上海民办民一中学,17,崇明区,10,宝山区,508.50
295,上海民办民一中学,17,崇明区,11,嘉定区,508.00
295,上海民办民一中学,17,崇明区,12,浦东新区,514.00
295,上海民办民一中学,17,崇明区,13,金山区,507.00
295,上海民办民一中学,17,崇明区,14,松江区,530.50
295,上海民办民一中学,17,崇明区,15,青浦区,543.50
295,上海民办民一中学,17,崇明区,16,奉贤区,581.50
323,上海田家炳中学,5,静安区,3,徐汇区,649.00
323,上海田家炳中学,5,静安区,8,杨浦区,632.00
323,上海田家炳中学,5,静安区,9,闵行区,630.50
323,上海田家炳中学,5,静安区,14,松江区,630.00
323,上海田家炳中学,5,静安区,15,青浦区,637.50
