2026 年上海中考 名额分配到区 招生录取最低分数线（按接收区）,,,,,,,,,
,,,,,,,,,
接收区,招生学校,隶属区,办学性质,录取最低分,语数外,数学,语文,综合测试,是否同分优待
黄浦区,上海市大同中学,,,761,421,143,129,144,否
黄浦区,上海市向明中学,,,747,416.5,142,131,135,否
黄浦区,上海市向明中学,,,728,402,136,120,136,否
黄浦区,上海外国语大学附属大境中学,,,724,394.5,123,129,135,否
黄浦区,上海市光明中学,,,721,395.5,131,121,132,否
黄浦区,上海市敬业中学,,,733.5,394,130,121,146,否
黄浦区,上海市卢湾高级中学,,,723.5,404.5,138,124,134,否
黄浦区,同济大学科技中学,,,765,425,141,135,144,否
黄浦区,上海市第二中学,,,730,403,136,128,136,否
黄浦区,上海市南洋模范中学,,,762,420.5,145,128,144,否
黄浦区,上海市上海中学,,,762,421,150,128,146,否
黄浦区,上海市位育中学,,,755,419,140,133,138,否
黄浦区,上海市南洋中学,,,722.5,391.5,119,128,136,否
黄浦区,上海市第三女子中学,,,720,387,127,127,140,否
黄浦区,上海市延安中学,,,753,422.5,142,136,136,否
黄浦区,上海市复旦中学,,,721,389,122,122,138,否
黄浦区,上海市市西中学,,,743.5,405.5,127,132,143,否
黄浦区,上海市育才中学,,,727.5,404.5,129,132,127,否
黄浦区,上海市市北中学,,,731.5,401.5,142,122,137,否
黄浦区,上海市回民中学,,,673,359,111,122,120,否
黄浦区,上海市第六十中学,,,697,382,128,116,125,否
黄浦区,上海市华东模范中学,,,708.5,373.5,109,120,140,否
黄浦区,上海市曹杨第二中学,,,749,417,143,129,138,否
黄浦区,上海市宜川中学,,,727,395,120,133,138,否
黄浦区,华东师范大学第二附属中学,,,764.5,420.5,143,130,148,否
黄浦区,华东师范大学第一附属中学,,,743,410,125,140,139,否
黄浦区,上海市控江中学,,,754,418,147,127,140,否
黄浦区,上海交通大学附属中学,,,761.5,423.5,150,128,144,否
黄浦区,复旦大学附属中学,,,769,429,142,140,146,否
黄浦区,上海市七宝中学,,,762.5,420,146,125,146,否
黄浦区,华东师范大学第二附属中学闵行紫竹分校,,,758,417,144,131,145,否
黄浦区,上海师范大学附属中学闵行分校,,,746.5,415.5,139,133,133,否
黄浦区,上海市闵行中学,,,738.5,401.5,128,131,141,否
黄浦区,上海市行知中学,,,737.5,400.5,122,133,142,否
黄浦区,上海大学附属中学,,,719,392,127,120,132,否
黄浦区,上海师范大学附属中学宝山分校,,,736.5,398.5,123,137,142,否
黄浦区,华东师范大学第二附属中学,,,750,407,142,124,146,否
黄浦区,上海市嘉定区第一中学,,,688.5,367.5,129,116,137,否
黄浦区,上海交通大学附属中学嘉定分校,,,768.5,424.5,150,132,146,否
黄浦区,上海市建平中学,,,755,411.5,137,132,147,否
黄浦区,上海市进才中学,,,752.5,412.5,139,132,146,否
黄浦区,华东师范大学第二附属中学,,,760,421,142,131,144,否
黄浦区,上海南汇中学,,,718.5,393.5,139,118,134,否
黄浦区,上海市浦东复旦附中分校,,,758,418,142,130,142,否
黄浦区,上海市洋泾中学,,,733.5,396,140,116,144,否
黄浦区,上海市高桥中学,,,717.5,393.5,119,128,130,否
黄浦区,上海市川沙中学,,,728.5,390.5,122,121,142,否
黄浦区,上海市金山中学,,,743.5,404.5,130,132,142,否
黄浦区,华东师范大学第三附属中学,,,692.5,363,120,117,136,否
黄浦区,上海市松江二中,,,751,413,134,133,143,否
黄浦区,上海市松江一中,,,703,366.5,102,126,144,否
黄浦区,上海外国语大学附属外国语学校松江云间中学,,,729.5,401.5,128,133,132,否
黄浦区,上海市青浦高级中学,,,722,387,135,125,143,否
黄浦区,复旦大学附属中学青浦分校,,,738.5,398,124,128,146,否
黄浦区,上海市朱家角中学,,,709.5,381,111,132,137,否
黄浦区,上海市奉贤中学,,,757.5,419,141,129,144,否
黄浦区,华东师范大学第二附属中学临港奉贤分校,,,736.5,397,136,120,147,否
黄浦区,上海市崇明中学,,,713,386,118,129,136,否
