2026 年上海中考 1-15志愿（平行志愿）统一招生录取最低分数线,,,,,,,,,,
,,,,,,,,,,
区,招生代码,招生学校,录取最低分,语数外,数学,语文,综合测试,是否同分优待,备注,
青浦区,,华东师范大学第二附属中学,715.0,424.0,143,135,146,否,,
青浦区,,上海师范大学附属中学,695.5,404.5,135,128,143,否,,
青浦区,,上海市浦东新区民办浦实高级中学,527.5,285.5,87,113,112,否,未录满,
青浦区,,上海市民办丰华高级中学,538.0,272.0,87,99,126,否,,
青浦区,,民办上海工商外国语职业学院附属中学,552.0,315.5,93,119,104,否,,
青浦区,,上海浦东新区民办东鼎外国语学校,579.5,339.5,107,109,104,否,,
青浦区,,上海市民办尚德实验学校,586.5,343.5,96,119,113,否,,
青浦区,,上海市民办交大南洋中学,538.0,303.0,67,125,102,否,,
青浦区,,上海市民办永昌中学,527.5,304.5,67,110,95,否,未录满,
青浦区,,上海金山区世外学校,630.5,375.5,115,124,115,否,,
青浦区,,上海市松江区科德高级中学,526.0,289.5,94,113,113,否,未录满,
青浦区,,上海市松江区励滕高级中学,,,,,,,未录满,
青浦区,,上海市松江九峰实验学校,646.5,399.0,139,122,115,否,,
青浦区,,上海领科双语学校,657.0,380.0,123,118,135,否,未录满,
青浦区,,上海市西外外国语学校,501.0,274.0,75,86,96,否,未录满,
青浦区,,上海赫贤学校,,,,,,,未录满,
青浦区,,上海松江区爱菊学校,506.0,303.5,80,110,78,否,未录满,
青浦区,,上海师范大学附属青浦实验中学,626.5,360.5,119,125,127,否,,
青浦区,,上海市青浦高级中学,671.5,395.0,133,118,131,否,,
青浦区,,复旦大学附属中学青浦分校,695.0,412.0,137,129,138,否,,
青浦区,,上海市朱家角中学,655.5,379.5,117,119,133,否,,
青浦区,,上海市青浦区第二中学,555.5,322.5,93,106,100,否,,
青浦区,,上海市青浦区东湖中学,599.0,365.0,112,123,92,否,,
青浦区,,上海市青浦区第一中学,632.0,377.0,125,120,117,否,,
青浦区,,上海青浦区世外高级中学,545.0,294.0,90,113,110,否,未录满,
青浦区,,上海青浦区宏润博源高级中学,493.5,280.5,88,105,86,否,未录满,
青浦区,,上海宋庆龄学校,614.5,358.5,101,112,118,否,,
青浦区,,上海青浦区协和双语学校,530.5,304.5,95,102,94,否,未录满,
青浦区,,上海美达菲双语高级中学,529.5,295.5,83,113,102,否,未录满,
青浦区,,上海奉贤区博华高级中学,507.5,277.5,93,91,99,否,,
青浦区,,上海市崇明区城桥中学,574.5,325.5,100,114,110,否,,
青浦区,,上海市崇明区堡镇中学,579.0,323.0,98,119,116,否,,
青浦区,,上海民办民一中学,451.5,227.5,105,88,95,否,,
青浦区,,上海新纪元双语学校,,,,,,,未录满,
静安区,,上海市市西中学,697,409,135,126,143,否,,
静安区,,上海市育才中学,684.5,403.5,137,125,140,否,,
静安区,,上海市新中高级中学,679.5,390,127,123,144,否,,
静安区,,上海市市北中学,690,408.5,140,122,140,否,,
静安区,,上海市回民中学,618,359,99,122,119,否,,
静安区,,上海市民立中学,650,383,116,124,124,否,,
静安区,,上海市第一中学,622.5,367.5,103,127,116,否,,
静安区,,上海市风华中学,663.5,389.5,130,119,132,否,,
静安区,,上海市第六十中学,650,380,125,114,131,否,,
静安区,,上海市彭浦中学,636.5,364,124,119,131,否,,
静安区,,上海市久隆模范中学,635.5,366.5,114,120,130,否,,
静安区,,上海市久隆模范中学,661.5,396,128,127,128,否,,
静安区,,上海市闸北第八中学,608.5,356.5,110,125,116,否,,
静安区,,上海市华东模范中学,638,370.5,101,127,127,否,,
静安区,,同济大学附属七一中学,603,335,100,121,125,否,,
静安区,,上海戏剧学院附属高级中学,598,353,96,125,104,否,,
静安区,,上海戏剧学院附属高级中学,626,353,102,119,135,否,,
静安区,,上海市向东中学,586.5,325,97,115,125,否,,
静安区,,上海大学市北附属中学,572,313,96,121,123,否,,
静安区,,上海田家炳中学,643,370,112,125,132,否,,
静安区,,上海市民办扬波中学,557,319,79,103,99,否,,
静安区,,上海市民办风范中学,519,279.5,81,101,104,否,,
静安区,,复旦附中静安高级中学,705.5,415.5,139,134,144,否,,
静安区,,上海市同济黄浦设计创意中学,680,397.5,140,115,140,否,,
静安区,,上海市上海中学,713.5,424,146,136,146,否,,
静安区,,上海市民办西南高级中学,618.5,364.5,105,116,112,否,,
静安区,,上海安生学校,569.5,317,100,107,117,否,,
静安区,,上海音乐学院附属安师实验中学,591.5,353,98,117,98,否,,
静安区,,上海交通大学附属中学,712,422,146,132,143,否,,
静安区,,复旦大学附属中学,712,427,146,136,142,否,,
静安区,,上海市文来中学,663,389,129,125,131,否,,
静安区,,上海市民办文绮中学,623.5,355,104,116,135,否,,
静安区,,上海市民办燎原双语高级中学,585,336,89,114,114,否,,
静安区,,上海民办行中中学,570,325,114,118,113,否,,
静安区,,上海存志高级中学,649,390,129,122,117,否,,
静安区,,上海宝山区民办维尚高级中学,609.5,348.5,112,119,123,否,,
静安区,,上海创艺高级中学,590,351,95,117,104,否,,
静安区,,上海市宝山华曜高级中学,662,392,122,125,126,否,,
静安区,,上海市同洲模范学校,577,348,96,121,99,否,,
静安区,,上海金瑞学校,683.5,399.5,122,129,140,否,,
静安区,,上海宝山区世外学校,685.5,402.5,133,125,140,否,,
静安区,,上海华旭双语学校,539.5,315,90,114,108,否,,
静安区,,上海嘉定区民办华盛怀少学校,,,,,,,在最低投档控制分数线上（501分）无考生投档录取；未录满,
静安区,,华东师范大学第二附属中学,712,421,144,129,147,否,,
静安区,,上海市浦东新区民办浦实高级中学,539.5,299,83,122,101,否,,
静安区,,上海市民办丰华高级中学,593.5,336,110,115,121,否,,
静安区,,民办上海工商外国语职业学院附属中学,568,344,94,117,91,否,,
静安区,,上海浦东新区民办东鼎外国语学校,585,334,106,105,116,否,,
静安区,,上海市民办尚德实验学校,631,365,118,125,131,否,,
静安区,,上海市民办交大南洋中学,565.5,319,95,115,108,否,,
静安区,,上海市民办永昌中学,550,281.5,112,123,128,否,,
静安区,,上海金山区世外学校,655,399,138,125,115,否,,
静安区,,上海市松江区科德高级中学,,,,,,,在最低投档控制分数线上（501分）无考生投档录取；未录满,
静安区,,上海市松江区励滕高级中学,,,,,,,在最低投档控制分数线上（501分）无考生投档录取；未录满,
静安区,,上海市西外外国语学校,531,316.5,77,107,84.5,否,,
静安区,,上海赫贤学校,504.5,313,69,99,69,否,,
静安区,,上海松江区爱菊学校,575.5,338.5,107,115,102,否,,
静安区,,上海青浦区世外高级中学,608.5,358.5,111,118,110,否,,
静安区,,上海青浦区宏润博源高级中学,,,,,,,在最低投档控制分数线上（491分）无考生投档录取；未录满,
静安区,,上海宋庆龄学校,627,364,108,121,122,否,,
静安区,,上海青浦区协和双语学校,526,299.5,78,118,88,否,,
静安区,,上海美达菲双语高级中学,,,,,,,在最低投档控制分数线上（501分）无考生投档录取；未录满,
静安区,,上海奉贤区博华高级中学,556,328,105,103,97,否,,
静安区,,上海民办民一中学,490,280,72,95,81,否,,
静安区,,上海新纪元双语学校,483,271.5,100,89,83,否,,
黄浦区,012001,上海市格致中学,691.0,408.5,137,127,,否,,
黄浦区,012002,上海市格致中学,688.5,400.5,131,126,,否,,
黄浦区,012003,上海市大同中学,695.0,408.0,141,124,,否,,
黄浦区,012005,上海市向明中学,684.5,407.0,136,125,,否,,
黄浦区,012006,上海市向明中学,684.5,398.5,130,122,,否,,
黄浦区,012007,上海外国语大学附属大境中学,674.5,393.5,141,120,,否,,
黄浦区,012008,上海市光明中学,663.0,393.5,121,130,,否,,
黄浦区,012009,上海市敬业中学,678.5,397.0,134,119,,否,,
黄浦区,012010,上海市卢湾高级中学,669.0,391.0,126,122,,否,,
黄浦区,012011,同济大学科技中学,709.5,422.5,142,137,,否,,
黄浦区,013001,上海市第八中学,648.5,368.5,111,116,,否,,
黄浦区,013003,上海市第十中学,637.5,367.5,116,116,,否,,
黄浦区,013004,上海理工大学附属储能中学,628.5,371.5,123,117,,否,,
黄浦区,014001,上海市金陵中学,593.0,341.5,101,107,,否,,
黄浦区,014003,上海市市南中学,619.5,356.5,104,119,,否,,
黄浦区,014004,上海音乐学院附属黄浦比乐中学,606.0,340.0,103,121,,否,,
黄浦区,014006,上海市同济黄浦设计创意中学,617.0,353.0,110,116,,否,,
黄浦区,042032,上海市上海中学,714.5,426.5,150,132,,否,,
黄浦区,044083,上海市民办西南高级中学,597.5,330.5,116,107,,否,,
黄浦区,063008,上海市久隆模范中学,652.0,383.0,113,126,,否,,
黄浦区,064020,上海田家炳中学,660.0,385.5,111,136,,否,,
黄浦区,064021,上海市民办扬波中学,598.0,328.0,104,119,,否,,
黄浦区,064024,上海市民办风范中学,591.0,345.5,86,123,,否,,
黄浦区,069004,上海戏剧学院附属高级中学,632.0,360.0,96,130,,否,,
黄浦区,074081,上海安生学校,561.5,312.5,72,109,,否,,
黄浦区,079016,上海音乐学院附属安师实验中学,609.5,346.5,107,108,,否,未录满,
黄浦区,102056,上海交通大学附属中学,713.0,421.5,143,134,,否,,
黄浦区,102057,复旦大学附属中学,713.0,426.0,146,133,,否,,
黄浦区,124116,上海市民办燎原双语高级中学,591.5,353.0,108,113,,否,,
黄浦区,125117,上海闵行区诺达双语学校,545.5,333.0,77,116,,否,,
黄浦区,125119,上海闵行区民办德闳学校,,,,,,,无考生达线,
黄浦区,134010,上海民办行中中学,584.5,359.5,102,126,,否,,
黄浦区,134012,上海存志高级中学,676.5,391.5,134,118,,否,,
黄浦区,134013,上海宝山区民办维尚高级中学,513.0,276.0,74,120,,否,,
黄浦区,134014,上海创艺高级中学,534.5,292.5,83,106,,否,,
黄浦区,134015,上海市宝山华曜高级中学,601.5,349.0,101,116,,否,,
黄浦区,135001,上海市同洲模范学校,635.5,369.5,125,122,,否,,
黄浦区,135003,上海金瑞学校,570.0,318.0,97,115,,否,,
黄浦区,135034,上海宝山区世外学校,684.0,407.0,134,131,,否,,
黄浦区,145007,上海市民办远东学校,588.5,338.0,104,123,,否,,
黄浦区,145018,上海华旭双语学校,574.5,326.0,101,111,,否,,
黄浦区,145030,上海嘉定区民办华盛怀少学校,,,,,,,无考生达线,
黄浦区,152003,华东师范大学第二附属中学,712.5,421.5,143,131,,否,,
黄浦区,154033,上海市浦东新区民办浦实高级中学,589.0,346.5,102,120,,否,,
黄浦区,154039,上海市民办丰华高级中学,599.5,342.0,98,116,,否,,
黄浦区,154048,民办上海工商外国语职业学院附属中学,598.5,341.5,100,113,,否,,
黄浦区,155013,上海市民办金苹果学校,592.5,336.5,85,118,,否,,
黄浦区,155041,上海浦东新区民办东鼎外国语学校,596.0,335.0,94,111,,否,,
黄浦区,155043,上海市民办尚德实验学校,632.5,370.0,108,121,,否,,
黄浦区,164005,上海市民办交大南洋中学,579.0,340.5,104,108,,否,,
黄浦区,164008,上海市民办永昌中学,565.5,337.0,113,105,,否,,
黄浦区,165004,上海金山区世外学校,647.5,372.5,121,111,,否,,
黄浦区,173002,上海市松江区科德高级中学,618.5,361.0,118,107,,否,,
黄浦区,173005,上海市松江区励滕高级中学,,,,,,,无考生达线,
黄浦区,174013,上海领科双语学校,550.5,315.0,84,107,,否,,
黄浦区,175018,上海市西外外国语学校,580.5,336.5,105,111,,否,,
黄浦区,175024,上海赫贤学校,508.5,276.5,83,105,,否,未录满,
黄浦区,175025,上海松江区爱菊学校,697.5,406.5,133,130,,否,,
黄浦区,184006,上海青浦区世外高级中学,680.5,400.0,126,129,,否,,
黄浦区,184007,上海青浦区宏润博源高级中学,,,,,,,无考生达线,
黄浦区,185008,上海宋庆龄学校,571.5,325.5,98,123,,否,,
黄浦区,185014,上海青浦区协和双语学校,587.0,324.0,99,112,,否,,
黄浦区,204020,上海美达菲双语高级中学,518.0,282.0,81,105,,否,,
黄浦区,204021,上海奉贤区博华高级中学,577.5,320.5,92,114,,否,,
黄浦区,514001,上海市崇明区城桥中学,543.5,319.5,88,113,,否,未录满,
黄浦区,514004,上海市崇明区堡镇中学,655.5,383.5,123,119,,否,,
黄浦区,514010,上海民办民一中学,564.0,316.5,99,113,,否,,
,,,,,,,,,,
缺口说明：,,,,,,,,,,
宝山区：说明：宝山区2026平行志愿官方以图片/PDF发布，无官方可机读文本。下方仅能从公开报道(搜狐·大华那点事)提取到6所头部本区高中分数；其余本区高中(宝山中学/通河/顾村/行知实验/宝山世外等)官方图片未解析，列为【部分】。,,,,,,,,,,
