序号,招生代码,学校名称,所属区,区代码,办别,学校类型代码,学校类型,寄宿情况代码,寄宿情况,计划区域代码,计划区域,计划数
19,043015,上海市南洋中学,徐汇区,XH,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,78
20,042002,上海市第二中学（梅陇校区）,徐汇区,XH,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,53
21,042036,复旦大学附属中学徐汇分校,徐汇区,XH,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,31
22,052001,上海市第三女子中学,长宁区,CN,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,51
23,052002,上海市延安中学,长宁区,CN,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,72
24,053004,上海市复旦中学,长宁区,CN,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,53
25,062001,上海市市西中学,静安区,JA,PUBLIC,CITY_MODEL,市实验性示范性高中,无寄宿,ALL,全市,70
26,062002,上海市育才中学,静安区,JA,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,67
27,062003,上海市新中高级中学,静安区,JA,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,67
28,062004,上海市市北中学,静安区,JA,PUBLIC,CITY_MODEL,市实验性示范性高中,无寄宿,ALL,全市,74
29,062011,上海市回民中学,静安区,JA,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,53
30,063004,上海市第六十中学,静安区,JA,PUBLIC,CITY_MODEL,市实验性示范性高中,无寄宿,ALL,全市,53
31,064001,上海市华东模范中学,静安区,JA,PUBLIC,CITY_MODEL,市实验性示范性高中,无寄宿,ALL,全市,44
32,072001,上海市晋元高级中学,普陀区,PT,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,84
33,072002,上海市曹杨第二中学,普陀区,PT,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,82
34,073003,上海市宜川中学,普陀区,PT,PUBLIC,CITY_MODEL,市实验性示范性高中,无寄宿,ALL,全市,84
35,073082,华东师范大学第二附属中学（普陀校区）,普陀区,PT,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,30
36,092001,复旦大学附属复兴中学,虹口区,HK,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,76
37,092002,华东师范大学第一附属中学,虹口区,HK,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,71
38,093001,上海财经大学附属北郊高级中学,虹口区,HK,PUBLIC,CITY_MODEL,市实验性示范性高中,无寄宿,ALL,全市,56
39,102004,上海市杨浦高级中学,杨浦区,YP,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,100
40,102032,上海市控江中学,杨浦区,YP,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,100
41,103002,同济大学第一附属中学,杨浦区,YP,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,84
42,122001,上海市七宝中学,闵行区,MH,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,120
43,123001,上海市闵行中学,闵行区,MH,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,120
44,122002,华东师范大学第二附属中学闵行紫竹分校,闵行区,MH,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,69
45,122003,上海师范大学附属中学闵行分校,闵行区,MH,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,86
46,122004,上海交通大学附属中学闵行分校,闵行区,MH,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,69
47,132001,上海市行知中学,宝山区,BS,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,101
48,132002,上海大学附属中学,宝山区,BS,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,101
49,133001,上海市吴淞中学,宝山区,BS,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,98
50,132003,上海师范大学附属中学宝山分校,宝山区,BS,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,34
51,133003,华东师范大学第二附属中学（宝山校区）,宝山区,BS,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,49
52,142001,上海市嘉定区第一中学,嘉定区,JD,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,87
53,142002,上海交通大学附属中学嘉定分校,嘉定区,JD,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,105
54,142004,上海师范大学附属中学嘉定新城分校,嘉定区,JD,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,35
55,152001,上海市建平中学,浦东新区,PD,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,109
56,152002,上海市进才中学,浦东新区,PD,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,109
57,152004,上海南汇中学,浦东新区,PD,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,140
58,153001,上海市洋泾中学,浦东新区,PD,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,109
59,153004,上海市高桥中学,浦东新区,PD,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,94
60,153005,上海市川沙中学,浦东新区,PD,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,94
61,151078,上海中学东校,浦东新区,PD,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,94
62,152005,上海市浦东复旦附中分校,浦东新区,PD,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,56
63,162000,上海市金山中学,金山区,JS,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,78
64,163002,华东师范大学第三附属中学,金山区,JS,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,78
65,172001,上海市松江二中,松江区,SJ,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,82
66,173001,上海市松江一中,松江区,SJ,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,82
67,172002,华东师范大学第二附属中学松江分校,松江区,SJ,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,33
68,172004,上海师范大学附属中学松江分校,松江区,SJ,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,18
69,174003,上海外国语大学附属外国语学校松江云间中学,松江区,SJ,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,82
70,182001,上海市青浦高级中学,青浦区,QP,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,112
71,183002,上海市朱家角中学,青浦区,QP,PUBLIC,CITY_MODEL,市实验性示范性高中,部分寄宿,ALL,全市,112
72,182002,复旦大学附属中学青浦分校,青浦区,QP,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,49
73,202001,上海市奉贤中学,奉贤区,FX,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,87
74,202002,华东师范大学第二附属中学临港奉贤分校,奉贤区,FX,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,43
75,512000,上海市崇明中学,崇明区,CM,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,62
76,512001,上海市实验学校东滩高级中学,崇明区,CM,PUBLIC,CITY_MODEL,市实验性示范性高中,全部寄宿,ALL,全市,31
